"","year","plot","diameter","height","species","status","height_m","diameter_cm"
"420",2023,31,2,19,"Ilex opaca",1,5.7912,5.08
"421",2023,31,1.9,16,"Ilex opaca",1,4.8768,4.826
"422",2023,31,1.6,27,"Ulmus americana",1,8.2296,4.064
"423",2023,31,1.3,16,"Ilex opaca",1,4.8768,3.302
"424",2023,31,5.2,32,"Ilex opaca",1,9.7536,13.208
"425",2023,44,6.9,40,"Ilex opaca",1,12.192,17.526
"426",2023,52,5.8,47,"Ilex opaca",1,14.3256,14.732
"427",2023,52,5.8,44,"Ilex opaca",1,13.4112,14.732
"428",2023,52,1.5,16,"Ilex opaca",1,4.8768,3.81
"429",2023,52,1.2,15,"Ilex opaca",1,4.572,3.048
"430",2023,52,1,13,"Ilex opaca",1,3.9624,2.54
"431",2023,52,7.2,49,"Ilex opaca",1,14.9352,18.288
"432",2023,52,5.5,30,"Ilex opaca",1,9.144,13.97
"433",2023,25,1.9,21,"Ilex opaca",1,6.4008,4.826
"434",2023,25,1.1,12,"Ilex opaca",1,3.6576,2.794
"435",2023,25,5,47,"Ilex opaca",1,14.3256,12.7
"436",2023,26,6.4,44,"Ilex opaca",1,13.4112,16.256
"437",2023,1,5,32,"Ilex opaca",1,9.7536,12.7
"438",2023,2,1.7,20,"Ilex opaca",1,6.096,4.318
"439",2023,2,1.5,16,"Ilex opaca",1,4.8768,3.81
"440",2023,2,1.6,16,"Ilex opaca",1,4.8768,4.064
"441",2023,2,1,14,"Ilex opaca",1,4.2672,2.54
"442",2023,17,NA,NA,"Ilex opaca",0,NA,NA
"443",2023,18,7.6,50,"Ilex opaca",1,15.24,19.304
"444",2023,52,5.2,37,"Ilex opaca",1,11.2776,13.208
"445",2023,52,6.1,45,"Ilex opaca",1,13.716,15.494
"446",2023,52,5.3,41,"Ilex opaca",1,12.4968,13.462
"447",2023,52,6.4,38,"Ilex opaca",1,11.5824,16.256
"448",2023,59,NA,NA,"Ilex opaca",2,NA,NA
"449",2023,59,1.2,12,"Ilex opaca",1,3.6576,3.048
"450",2023,59,1.6,19,"Ilex opaca",1,5.7912,4.064
"451",2023,61,9,73,"Ulmus americana",1,22.2504,22.86
"452",2023,159,2.5,24,"Ilex opaca",1,7.3152,6.35
"453",2023,159,2.2,20,"Ilex opaca",1,6.096,5.588
"454",2023,159,1.4,22,"Ilex opaca",1,6.7056,3.556
"455",2023,159,6.4,37,"Ilex opaca",1,11.2776,16.256
"456",2024,33,NA,NA,"Quercus texana",0,NA,NA
"457",2024,33,NA,NA,"Quercus texana",0,NA,NA
"458",2024,33,NA,NA,"Quercus texana",0,NA,NA
"459",2024,39,6.2,45,"Quercus texana",1,13.716,15.748
"460",2024,39,5.9,42,"Quercus texana",1,12.8016,14.986
"461",2024,39,7.9,50,"Quercus texana",1,15.24,20.066
"462",2024,39,8.8,47,"Quercus texana",1,14.3256,22.352
"463",2024,39,9,48,"Quercus texana",1,14.6304,22.86
"464",2024,39,5.1,50,"Quercus texana",1,15.24,12.954
"465",2024,39,8.9,52,"Quercus texana",1,15.8496,22.606
"466",2024,39,6.9,45,"Quercus texana",1,13.716,17.526
"467",2024,39,2.2,28,"Ulmus americana",1,8.5344,5.588
"468",2024,39,7.3,49,"Quercus texana",1,14.9352,18.542
"469",2024,39,9.1,56,"Quercus texana",1,17.0688,23.114
"470",2024,39,7.3,47,"Quercus texana",1,14.3256,18.542
"471",2024,39,5.6,42,"Ulmus americana",1,12.8016,14.224
"472",2024,39,5.8,45,"Quercus texana",1,13.716,14.732
"473",2024,45,NA,NA,"Ulmus americana",0,NA,NA
"474",2024,45,5.2,34,"Ulmus americana",1,10.3632,13.208
"475",2024,7,14.2,80,"Ulmus americana",1,24.384,36.068
"476",2024,52,NA,NA,"Ulmus americana",0,NA,NA
"477",2024,52,NA,NA,"Ulmus americana",0,NA,NA
"478",2024,52,NA,NA,"Ulmus americana",0,NA,NA
"479",2024,52,NA,NA,"Ulmus americana",0,NA,NA
"480",2024,52,NA,NA,"Ulmus americana",0,NA,NA
"481",2024,52,13.8,60,"Ulmus americana",1,18.288,35.052
"482",2024,13,8,47,"Ulmus americana",1,14.3256,20.32
"483",2024,13,12.4,63,"Quercus texana",1,19.2024,31.496
"484",2024,13,NA,NA,"Quercus texana",2,NA,NA
"485",2024,13,10.6,56,"Quercus texana",1,17.0688,26.924
"486",2024,13,5.3,41,"Ulmus americana",1,12.4968,13.462
"487",2024,13,5.1,39,"Quercus texana",1,11.8872,12.954
"488",2024,25,NA,NA,"Quercus texana",2,NA,NA
"489",2024,25,11.4,64,"Ulmus americana",1,19.5072,28.956
"490",2024,25,5.9,58,"Ulmus americana",1,17.6784,14.986
"491",2024,10,NA,NA,"Ulmus americana",2,NA,NA
"492",2024,13,9.7,56,"Quercus texana",1,17.0688,24.638
"493",2024,13,18.6,116,"Quercus texana",1,35.3568,47.244
"494",2024,13,9.9,65,"Ulmus americana",1,19.812,25.146
"495",2024,20,15.9,80,"Ulmus americana",1,24.384,40.386
"496",2024,20,6.5,46,"Ulmus americana",1,14.0208,16.51
"497",2024,20,6.7,49,"Ulmus americana",1,14.9352,17.018
"498",2024,20,24.9,94,"Quercus texana",1,28.6512,63.246
"499",2024,20,7.9,51,"Ulmus americana",1,15.5448,20.066
"500",2024,20,12,74,"Ulmus americana",1,22.5552,30.48
"501",2024,16,8,49,"Quercus texana",1,14.9352,20.32
"502",2024,16,11.5,68,"Quercus texana",1,20.7264,29.21
"503",2024,16,10.9,69,"Quercus texana",1,21.0312,27.686
"504",2024,16,9.2,63,"Quercus texana",1,19.2024,23.368
"505",2024,16,8.8,65,"Quercus texana",1,19.812,22.352
"506",2024,49,31.4,115,"Ulmus americana",1,35.052,79.756
"507",2024,50,1,13,"Quercus texana",1,3.9624,2.54
"508",2024,8,11.2,47,"Ulmus americana",1,14.3256,28.448
"509",2024,8,7.6,46,"Ulmus americana",1,14.0208,19.304
"510",2024,8,17.4,88,"Ulmus americana",1,26.8224,44.196
"511",2024,18,NA,NA,"Ulmus americana",2,NA,NA
"512",2024,37,5.5,41,"Ulmus americana",1,12.4968,13.97
"513",2024,11,8.6,51,"Quercus texana",1,15.5448,21.844
"514",2024,11,8.7,45,"Quercus texana",1,13.716,22.098
"515",2024,11,1.7,29,"Ulmus americana",1,8.8392,4.318
"516",2024,11,12.2,65,"Quercus texana",1,19.812,30.988
"517",2024,11,10.8,64,"Quercus texana",1,19.5072,27.432
"518",2024,11,10.1,63,"Quercus texana",1,19.2024,25.654
"519",2024,21,NA,NA,"Ulmus americana",0,NA,NA
"520",2024,21,NA,NA,"Ulmus americana",0,NA,NA
"521",2024,21,8.6,44,"Ulmus americana",1,13.4112,21.844
"522",2024,21,5.5,35,"Ulmus americana",1,10.668,13.97
"523",2024,21,2.9,29,"Ulmus americana",1,8.8392,7.366
"524",2024,5,4.8,31,"Ulmus americana",1,9.4488,12.192
"525",2024,5,3.7,31,"Ulmus americana",1,9.4488,9.398
"526",2024,5,4.7,40,"Ulmus americana",1,12.192,11.938
"527",2024,5,5.9,40,"Ulmus americana",1,12.192,14.986
"528",2024,16,NA,NA,"Quercus texana",0,NA,NA
"529",2024,16,NA,NA,"Ulmus americana",0,NA,NA
"530",2024,16,NA,NA,"Ulmus americana",0,NA,NA
"531",2024,44,NA,NA,"Quercus texana",2,NA,NA
"532",2024,44,6.3,42,"Quercus texana",2,12.8016,16.002
"533",2024,46,5.8,44,"Quercus texana",1,13.4112,14.732
"534",2024,46,5.2,49,"Quercus texana",1,14.9352,13.208
"535",2024,46,8.8,55,"Quercus texana",1,16.764,22.352
"536",2024,46,5.4,37,"Quercus texana",2,11.2776,13.716
"537",2024,50,17.7,83,"Quercus texana",1,25.2984,44.958
"538",2024,50,17.3,91,"Quercus texana",1,27.7368,43.942
"539",2024,50,15.8,103,"Quercus texana",1,31.3944,40.132
"540",2024,50,10.3,72,"Quercus texana",1,21.9456,26.162
"541",2024,50,8,70,"Quercus texana",1,21.336,20.32
"542",2024,50,5.3,37,"Quercus texana",1,11.2776,13.462
"543",2024,10,41.5,110,"Ulmus americana",2,33.528,105.41
"544",2024,17,15.6,84,"Quercus texana",1,25.6032,39.624
"545",2024,17,3.4,37,"Ulmus americana",1,11.2776,8.636
"546",2024,17,2,23,"Ulmus americana",1,7.0104,5.08
"547",2024,17,1.8,20,"Ulmus americana",1,6.096,4.572
"548",2024,17,1.7,23,"Ulmus americana",1,7.0104,4.318
"549",2024,17,2.4,36,"Ulmus americana",1,10.9728,6.096
"550",2024,17,5.1,39,"Ulmus americana",1,11.8872,12.954
"551",2024,17,5,36,"Ulmus americana",1,10.9728,12.7
"552",2024,17,5,43,"Ulmus americana",1,13.1064,12.7
"553",2024,18,5.8,53,"Ulmus americana",1,16.1544,14.732
"554",2024,18,5.4,33,"Ulmus americana",1,10.0584,13.716
"555",2024,18,14.5,69,"Ulmus americana",1,21.0312,36.83
"556",2024,18,7.3,56,"Quercus texana",1,17.0688,18.542
"557",2024,18,2.1,29,"Ulmus americana",1,8.8392,5.334
"558",2024,18,3.7,33,"Ulmus americana",1,10.0584,9.398
"559",2024,18,NA,NA,"Ulmus americana",2,NA,NA
"560",2024,18,1,13,"Ulmus americana",1,3.9624,2.54
"561",2024,18,7.4,40,"Ulmus americana",1,12.192,18.796
"562",2024,18,5.3,38,"Ulmus americana",1,11.5824,13.462
"563",2024,18,5.1,36,"Ulmus americana",1,10.9728,12.954
"564",2024,18,9.2,70,"Ulmus americana",1,21.336,23.368
"565",2024,18,11.3,58,"Ulmus americana",1,17.6784,28.702
"566",2024,18,7.5,50,"Ulmus americana",1,15.24,19.05
"567",2024,42,21.3,84,"Ulmus americana",1,25.6032,54.102
"568",2024,42,9.4,45,"Ulmus americana",1,13.716,23.876
"569",2024,42,13.8,74,"Ulmus americana",1,22.5552,35.052
"570",2024,42,13.8,70,"Ulmus americana",1,21.336,35.052
"571",2024,42,21,84,"Ulmus americana",1,25.6032,53.34
"572",2024,18,4.6,24,"Ulmus americana",1,7.3152,11.684
"573",2024,18,1.4,15,"Ulmus americana",2,4.572,3.556
"574",2024,18,3,24,"Ulmus americana",2,7.3152,7.62
"575",2024,18,1.6,19,"Ulmus americana",1,5.7912,4.064
"576",2024,18,5.1,43,"Ulmus americana",1,13.1064,12.954
"577",2024,18,5.4,43,"Ulmus americana",1,13.1064,13.716
"578",2024,72,2.3,21,"Ulmus americana",1,6.4008,5.842
"579",2024,72,1.6,23,"Ulmus americana",1,7.0104,4.064
"580",2024,80,3.6,21,"Ulmus americana",1,6.4008,9.144
"581",2024,87,NA,NA,"Quercus texana",2,NA,NA
"582",2024,94,6.8,38,"Ulmus americana",1,11.5824,17.272
"583",2024,94,9.2,55,"Ulmus americana",1,16.764,23.368
"584",2024,169,13.7,56,"Ulmus americana",1,17.0688,34.798
"585",2024,4,11.4,84,"Quercus texana",1,25.6032,28.956
"586",2024,4,16.9,82,"Quercus texana",1,24.9936,42.926
"587",2024,19,6.7,48,"Quercus texana",1,14.6304,17.018
"588",2024,19,5,23,"Quercus texana",1,7.0104,12.7
"589",2024,23,9.3,58,"Ulmus americana",1,17.6784,23.622
"590",2024,23,13,73,"Ulmus americana",2,22.2504,33.02
"591",2024,25,8.4,28,"Ulmus americana",1,8.5344,21.336
"592",2024,16,NA,NA,"Ulmus americana",2,NA,NA
"593",2024,36,16.9,71,"Ulmus americana",1,21.6408,42.926
"594",2024,41,7,42,"Quercus texana",1,12.8016,17.78
"595",2024,41,7.1,45,"Quercus texana",1,13.716,18.034
"596",2024,41,5.7,41,"Quercus texana",1,12.4968,14.478
"597",2024,41,6.3,46,"Quercus texana",1,14.0208,16.002
"598",2024,41,6,46,"Quercus texana",2,14.0208,15.24
"599",2024,41,6.6,45,"Quercus texana",1,13.716,16.764
"600",2024,41,5.4,42,"Quercus texana",1,12.8016,13.716
"601",2024,41,6.7,46,"Quercus texana",2,14.0208,17.018
"602",2024,41,5.9,35,"Quercus texana",2,10.668,14.986
"603",2024,41,6.9,40,"Quercus texana",1,12.192,17.526
"604",2024,41,1.2,18,"Ulmus americana",1,5.4864,3.048
"605",2024,41,1.6,19,"Ulmus americana",1,5.7912,4.064
"606",2024,41,1,12,"Ulmus americana",1,3.6576,2.54
"607",2024,41,4.8,43,"Quercus texana",1,13.1064,12.192
"608",2024,41,3.7,39,"Quercus texana",2,11.8872,9.398
"609",2024,41,1.5,13,"Ulmus americana",1,3.9624,3.81
"610",2024,41,9.2,45,"Quercus texana",1,13.716,23.368
"611",2024,41,7.1,45,"Quercus texana",1,13.716,18.034
"612",2024,41,7.6,46,"Quercus texana",1,14.0208,19.304
"613",2024,41,9.9,47,"Quercus texana",1,14.3256,25.146
"614",2024,41,6.5,45,"Quercus texana",1,13.716,16.51
"615",2024,41,9.3,47,"Quercus texana",1,14.3256,23.622
"616",2024,41,5,37,"Quercus texana",1,11.2776,12.7
"617",2024,41,9.1,46,"Quercus texana",1,14.0208,23.114
"618",2024,41,2,23,"Ulmus americana",1,7.0104,5.08
"619",2024,41,1.1,17,"Ulmus americana",1,5.1816,2.794
"620",2024,41,7.9,39,"Quercus texana",1,11.8872,20.066
"621",2024,41,9.2,45,"Quercus texana",1,13.716,23.368
"622",2024,41,5.2,36,"Quercus texana",1,10.9728,13.208
"623",2024,41,9.1,45,"Quercus texana",1,13.716,23.114
"624",2024,41,6.7,45,"Quercus texana",1,13.716,17.018
"625",2024,41,8.8,47,"Quercus texana",1,14.3256,22.352
"626",2024,41,9.4,45,"Quercus texana",1,13.716,23.876
"627",2024,41,2.2,21,"Quercus texana",1,6.4008,5.588
"628",2024,41,1.6,16,"Quercus texana",2,4.8768,4.064
"629",2024,63,18.1,93,"Ulmus americana",1,28.3464,45.974
"630",2024,63,6.7,57,"Ulmus americana",1,17.3736,17.018
"631",2024,38,11.7,71,"Quercus texana",1,21.6408,29.718
"632",2024,6,13.6,64,"Ulmus americana",1,19.5072,34.544
"633",2024,6,22.2,96,"Ulmus americana",1,29.2608,56.388
"634",2024,6,9.8,62,"Ulmus americana",1,18.8976,24.892
"635",2024,6,15.2,70,"Quercus texana",1,21.336,38.608
"636",2024,6,6,52,"Ulmus americana",1,15.8496,15.24
"637",2024,6,14.6,75,"Ulmus americana",1,22.86,37.084
"638",2024,6,9.5,41,"Quercus texana",1,12.4968,24.13
"639",2024,18,NA,NA,"Ulmus americana",0,NA,NA
"640",2024,18,NA,NA,"Ulmus americana",0,NA,NA
"641",2024,18,NA,NA,"Quercus texana",0,NA,NA
"642",2024,18,NA,NA,"Quercus texana",0,NA,NA
"643",2024,18,NA,NA,"Quercus texana",0,NA,NA
"644",2024,18,NA,NA,"Ulmus americana",0,NA,NA
"645",2024,18,NA,NA,"Ulmus americana",0,NA,NA
"646",2024,12,2.5,22,"Ilex opaca",1,6.7056,6.35
"647",2024,12,1,17,"Ilex opaca",1,5.1816,2.54
"648",2024,12,1,21,"Ilex opaca",1,6.4008,2.54
"649",2024,23,1.5,13,"Ilex opaca",1,3.9624,3.81
"650",2024,43,6.8,39,"Ilex opaca",1,11.8872,17.272
"651",2024,43,7.7,53,"Ulmus americana",1,16.1544,19.558
"652",2024,43,5.1,42,"Ulmus americana",1,12.8016,12.954
"653",2024,22,1.8,25,"Ulmus americana",1,7.62,4.572
"654",2024,22,NA,NA,"Ilex opaca",2,NA,NA
"655",2024,22,1.1,14,"Ilex opaca",1,4.2672,2.794
"656",2024,22,1.2,23,"Ilex opaca",1,7.0104,3.048
"657",2024,22,1.2,14,"Ilex opaca",1,4.2672,3.048
"658",2024,22,1.2,18,"Ilex opaca",1,5.4864,3.048
"659",2024,22,2.2,20,"Ilex opaca",1,6.096,5.588
"660",2024,22,1,15,"Ilex opaca",1,4.572,2.54
"661",2024,22,1,13,"Ilex opaca",1,3.9624,2.54
"662",2024,22,2,17,"Ilex opaca",1,5.1816,5.08
"663",2024,22,1.2,13,"Ilex opaca",1,3.9624,3.048
"664",2024,22,1,10,"Ilex opaca",1,3.048,2.54
"665",2024,22,1.2,12,"Ilex opaca",1,3.6576,3.048
"666",2024,25,NA,NA,"Ilex opaca",2,NA,NA
"667",2024,31,5.6,40,"Ilex opaca",1,12.192,14.224
"668",2024,31,1.6,20,"Ilex opaca",1,6.096,4.064
"669",2024,1,1.2,9,"Ilex opaca",1,2.7432,3.048
"670",2024,3,9.1,48,"Ilex opaca",1,14.6304,23.114
"671",2024,3,2.2,17,"Ilex opaca",1,5.1816,5.588
"672",2024,58,1.6,13,"Ilex opaca",1,3.9624,4.064
"673",2024,67,1.7,14,"Ilex opaca",1,4.2672,4.318
"674",2024,16,1.2,19,"Ilex opaca",2,5.7912,3.048
"675",2024,20,10.2,79,"Ulmus americana",1,24.0792,25.908
"676",2024,20,4.3,35,"Ulmus americana",1,10.668,10.922
"677",2024,20,10.4,65,"Quercus texana",1,19.812,26.416
"678",2024,20,6,50,"Ulmus americana",1,15.24,15.24
"679",2024,20,17.2,83,"Ulmus americana",1,25.2984,43.688
"680",2024,39,8.9,41,"Ulmus americana",1,12.4968,22.606
"681",2024,39,6.3,34,"Ulmus americana",1,10.3632,16.002
"682",2024,18,17.9,99,"Quercus texana",1,30.1752,45.466
"683",2024,27,7.5,40,"Ilex opaca",1,12.192,19.05
"684",2024,27,1,17,"Ilex opaca",1,5.1816,2.54
"685",2024,27,2.1,19,"Ilex opaca",1,5.7912,5.334
"686",2024,27,2.7,29,"Ilex opaca",1,8.8392,6.858
"687",2024,27,1.5,18,"Ilex opaca",1,5.4864,3.81
"688",2024,27,2.5,28,"Ilex opaca",1,8.5344,6.35
"689",2024,27,2.7,27,"Ilex opaca",1,8.2296,6.858
"690",2024,27,2.1,22,"Ilex opaca",1,6.7056,5.334
"691",2024,75,NA,NA,"Ulmus americana",2,NA,NA
"692",2024,19,11.5,69,"Quercus texana",1,21.0312,29.21
"693",2024,19,6.2,61,"Quercus texana",1,18.5928,15.748
"694",2024,19,6.6,61,"Quercus texana",2,18.5928,16.764
"695",2024,19,8.9,74,"Quercus texana",1,22.5552,22.606
"696",2024,19,6.9,43,"Quercus texana",1,13.1064,17.526
"697",2024,19,7.4,51,"Quercus texana",1,15.5448,18.796
"698",2024,19,5.3,51,"Quercus texana",1,15.5448,13.462
"699",2024,19,13.6,78,"Quercus texana",1,23.7744,34.544
"700",2024,19,5.7,51,"Quercus texana",1,15.5448,14.478
"701",2024,19,5.2,35,"Quercus texana",2,10.668,13.208
"702",2024,21,6.5,45,"Ilex opaca",2,13.716,16.51
"703",2024,21,1.4,13,"Ilex opaca",2,3.9624,3.556
"704",2024,21,1.6,16,"Ilex opaca",2,4.8768,4.064
"705",2024,21,6.2,47,"Ilex opaca",2,14.3256,15.748
"706",2024,42,1.7,20,"Ilex opaca",1,6.096,4.318
"707",2024,8,2.2,20,"Quercus texana",1,6.096,5.588
"708",2024,18,1.6,15,"Ilex opaca",1,4.572,4.064
"709",2024,18,1.3,14,"Ilex opaca",1,4.2672,3.302
"710",2024,18,5,44,"Ulmus americana",1,13.4112,12.7
"711",2024,24,3.3,22,"Ilex opaca",1,6.7056,8.382
"712",2024,24,3.1,21,"Ilex opaca",1,6.4008,7.874
"713",2024,24,NA,NA,"Ulmus americana",2,NA,NA
"714",2024,50,1,11,"Ilex opaca",1,3.3528,2.54
"715",2024,50,1,11,"Ilex opaca",1,3.3528,2.54
"716",2024,50,NA,NA,"Ilex opaca",2,NA,NA
"717",2024,56,1.7,17,"Ilex opaca",1,5.1816,4.318
"718",2024,61,2.4,28,"Ilex opaca",1,8.5344,6.096
"719",2024,61,9.3,56,"Ulmus americana",1,17.0688,23.622
"720",2024,61,5.5,36,"Ilex opaca",2,10.9728,13.97
"721",2024,61,1,9,"Ilex opaca",1,2.7432,2.54
"722",2024,61,2.8,25,"Ilex opaca",1,7.62,7.112
"723",2024,61,NA,NA,"Ilex opaca",2,NA,NA
"724",2024,61,2.9,28,"Ilex opaca",1,8.5344,7.366
"725",2024,61,3.8,28,"Ilex opaca",1,8.5344,9.652
"726",2024,64,1.1,15,"Ilex opaca",1,4.572,2.794
"727",2024,5,5.1,45,"Ilex opaca",1,13.716,12.954
"728",2024,29,NA,NA,"Ulmus americana",0,NA,NA
"729",2024,40,4,27,"Ilex opaca",1,8.2296,10.16
"730",2024,40,3.9,32,"Ilex opaca",1,9.7536,9.906
"731",2024,5,5.1,37,"Ilex opaca",1,11.2776,12.954
"732",2024,49,NA,NA,"Ilex opaca",2,NA,NA
"733",2024,12,5.5,37,"Ulmus americana",1,11.2776,13.97
"734",2024,12,5.5,43,"Ulmus americana",1,13.1064,13.97
"735",2024,12,5,50,"Ulmus americana",1,15.24,12.7
"736",2024,12,1.7,17,"Ulmus americana",1,5.1816,4.318
"737",2024,12,1.3,12,"Ulmus americana",1,3.6576,3.302
"738",2024,12,3.9,39,"Ulmus americana",1,11.8872,9.906
"739",2024,12,1.6,16,"Ulmus americana",1,4.8768,4.064
"740",2024,30,1.3,21,"Ulmus americana",1,6.4008,3.302
"741",2024,37,2.3,26,"Ulmus americana",1,7.9248,5.842
"742",2024,37,5.5,31,"Ulmus americana",1,9.4488,13.97
"743",2024,49,13.3,66,"Ulmus americana",1,20.1168,33.782
"744",2024,49,7.4,59,"Ulmus americana",1,17.9832,18.796
"745",2024,49,9.4,65,"Ulmus americana",1,19.812,23.876
"746",2024,54,5.1,43,"Ulmus americana",1,13.1064,12.954
"747",2024,54,5,41,"Ulmus americana",1,12.4968,12.7
"748",2024,54,1,15,"Ulmus americana",1,4.572,2.54
"749",2024,54,5.5,43,"Ulmus americana",1,13.1064,13.97
"750",2024,55,NA,NA,"Ulmus americana",0,NA,NA
"751",2024,5,16.9,64,"Quercus texana",1,19.5072,42.926
"752",2024,5,NA,NA,"Quercus texana",2,NA,NA
"753",2024,16,8.4,49,"Ilex opaca",1,14.9352,21.336
"754",2024,16,1.4,12,"Ilex opaca",1,3.6576,3.556
"755",2024,16,1.3,9,"Ilex opaca",1,2.7432,3.302
"756",2024,16,1.2,12,"Ilex opaca",1,3.6576,3.048
"757",2024,16,9.5,52,"Ilex opaca",1,15.8496,24.13
"758",2024,16,6.8,50,"Ilex opaca",1,15.24,17.272
"759",2024,16,5.5,47,"Ilex opaca",1,14.3256,13.97
"760",2024,18,1.4,19,"Ilex opaca",1,5.7912,3.556
"761",2024,18,1,14,"Ilex opaca",1,4.2672,2.54
"762",2024,30,1.3,15,"Ilex opaca",1,4.572,3.302
"763",2024,33,1.2,13,"Ilex opaca",1,3.9624,3.048
"764",2024,42,5.3,60,"Ulmus americana",1,18.288,13.462
"765",2024,44,1.2,14,"Ilex opaca",1,4.2672,3.048
"766",2024,44,1,14,"Ilex opaca",1,4.2672,2.54
"767",2024,5,5,46,"Ulmus americana",1,14.0208,12.7
"768",2024,5,6.1,62,"Ulmus americana",1,18.8976,15.494
"769",2024,20,15.8,79,"Ulmus americana",1,24.0792,40.132
"770",2024,38,NA,NA,"Ulmus americana",2,NA,NA
"771",2024,38,NA,NA,"Ulmus americana",2,NA,NA
"772",2024,38,NA,NA,"Ulmus americana",2,NA,NA
"773",2024,40,1,20,"Ulmus americana",1,6.096,2.54
"774",2024,40,1.3,21,"Ulmus americana",1,6.4008,3.302
"775",2024,46,6,52,"Ulmus americana",1,15.8496,15.24
"776",2024,46,5.7,45,"Ulmus americana",1,13.716,14.478
"777",2024,46,8.2,59,"Ulmus americana",1,17.9832,20.828
"778",2024,47,7.7,55,"Ulmus americana",1,16.764,19.558
"779",2024,47,17.3,101,"Ulmus americana",1,30.7848,43.942
"780",2024,47,10.2,50,"Ulmus americana",1,15.24,25.908
"781",2024,47,3.2,37,"Ulmus americana",1,11.2776,8.128
"782",2024,47,11.3,66,"Ulmus americana",1,20.1168,28.702
"783",2024,47,6,57,"Ulmus americana",1,17.3736,15.24
"784",2024,95,5.2,41,"Ilex opaca",1,12.4968,13.208
"785",2024,95,1.7,22,"Ilex opaca",1,6.7056,4.318
"786",2024,95,1.8,15,"Ilex opaca",1,4.572,4.572
"787",2024,95,6.5,40,"Ilex opaca",1,12.192,16.51
"788",2024,10,NA,NA,"Ilex opaca",2,NA,NA
"789",2024,10,NA,NA,"Ilex opaca",2,NA,NA
"790",2024,10,NA,NA,"Ilex opaca",2,NA,NA
"791",2024,10,1.3,8,"Ilex opaca",1,2.4384,3.302
"792",2024,10,NA,NA,"Ilex opaca",2,NA,NA
"793",2024,10,NA,NA,"Ilex opaca",2,NA,NA
"794",2024,26,6.7,30,"Ilex opaca",1,9.144,17.018
"795",2024,40,5,29,"Ilex opaca",1,8.8392,12.7
"796",2024,43,6.5,40,"Ilex opaca",2,12.192,16.51
"797",2024,36,12.6,55,"Quercus texana",1,16.764,32.004
"798",2024,36,13.3,52,"Quercus texana",1,15.8496,33.782
"799",2024,36,10.4,42,"Quercus texana",1,12.8016,26.416
"800",2024,36,12.2,53,"Quercus texana",2,16.1544,30.988
"801",2024,36,9.5,51,"Quercus texana",1,15.5448,24.13
"802",2024,36,8.4,42,"Quercus texana",1,12.8016,21.336
"803",2024,3,1.3,13,"Ilex opaca",1,3.9624,3.302
"804",2024,14,7,45,"Ulmus americana",1,13.716,17.78
"805",2024,7,11.8,64,"Quercus texana",1,19.5072,29.972
"806",2024,11,2,22,"Ilex opaca",1,6.7056,5.08
"807",2024,43,3.9,34,"Ulmus americana",1,10.3632,9.906
"808",2024,47,2.4,34,"Ulmus americana",1,10.3632,6.096
"809",2024,47,2,32,"Ulmus americana",1,9.7536,5.08
"810",2024,110,NA,NA,"Ilex opaca",2,NA,NA
"811",2025,2,10.3,54,"Ulmus americana",1,16.4592,26.162
"812",2025,31,11,58,"Ulmus americana",1,17.6784,27.94
"813",2025,31,12.2,65,"Ulmus americana",1,19.812,30.988
"814",2025,31,NA,NA,"Ulmus americana",2,NA,NA
"815",2025,31,19,91,"Quercus texana",1,27.7368,48.26
"816",2025,50,8.3,60,"Quercus texana",1,18.288,21.082
"817",2025,50,8.5,56,"Quercus texana",2,17.0688,21.59
"818",2025,12,8.5,31,"Quercus texana",1,9.4488,21.59
"819",2025,12,8.6,37,"Quercus texana",1,11.2776,21.844
"820",2025,12,6.2,32,"Quercus texana",1,9.7536,15.748
"821",2025,12,1.9,21,"Ulmus americana",1,6.4008,4.826
"822",2025,13,8.7,67,"Ulmus americana",1,20.4216,22.098
"823",2025,34,16.8,82,"Quercus texana",2,24.9936,42.672
"824",2025,29,9.7,65,"Quercus texana",1,19.812,24.638
"825",2025,29,17.5,79,"Quercus texana",1,24.0792,44.45
"826",2025,4,6.3,51,"Quercus texana",1,15.5448,16.002
"827",2025,4,6.2,49,"Quercus texana",1,14.9352,15.748
"828",2025,4,9,54,"Quercus texana",1,16.4592,22.86
"829",2025,4,6.7,50,"Quercus texana",1,15.24,17.018
"830",2025,4,5.9,53,"Quercus texana",1,16.1544,14.986
"831",2025,4,5.6,50,"Quercus texana",1,15.24,14.224
"832",2025,4,5.1,50,"Quercus texana",1,15.24,12.954
"833",2025,4,5.5,49,"Quercus texana",1,14.9352,13.97
"834",2025,4,5.2,54,"Quercus texana",1,16.4592,13.208
"835",2025,19,6.7,39,"Quercus texana",1,11.8872,17.018
"836",2025,19,5.4,32,"Quercus texana",1,9.7536,13.716
"837",2025,19,17.3,61,"Quercus texana",1,18.5928,43.942
"838",2025,19,4.9,38,"Quercus texana",1,11.5824,12.446
"839",2025,19,8.5,61,"Quercus texana",1,18.5928,21.59
"840",2025,19,8,59,"Quercus texana",1,17.9832,20.32
"841",2025,35,10.1,61,"Quercus texana",1,18.5928,25.654
"842",2025,35,NA,NA,"Quercus texana",2,NA,NA
"843",2025,35,10.1,62,"Quercus texana",1,18.8976,25.654
"844",2025,35,7.5,55,"Quercus texana",1,16.764,19.05
