"","year","plot","diameter","height","species","status","height_m","diameter_cm"
"845",2025,35,6,50,"Quercus texana",1,15.24,15.24
"846",2025,35,8.7,62,"Quercus texana",1,18.8976,22.098
"847",2025,35,9.4,71,"Quercus texana",1,21.6408,23.876
"848",2025,42,5.2,31,"Ulmus americana",1,9.4488,13.208
"849",2025,42,8.5,44,"Quercus texana",1,13.4112,21.59
"850",2025,42,8.6,42,"Quercus texana",1,12.8016,21.844
"851",2025,42,6.7,40,"Quercus texana",1,12.192,17.018
"852",2025,42,5.4,32,"Quercus texana",1,9.7536,13.716
"853",2025,42,6,29,"Quercus texana",1,8.8392,15.24
"854",2025,42,6.9,37,"Quercus texana",1,11.2776,17.526
"855",2025,42,5.1,29,"Quercus texana",1,8.8392,12.954
"856",2025,6,5.3,38,"Quercus texana",1,11.5824,13.462
"857",2025,6,6,38,"Quercus texana",2,11.5824,15.24
"858",2025,6,5.5,38,"Quercus texana",1,11.5824,13.97
"859",2025,6,7.8,38,"Quercus texana",1,11.5824,19.812
"860",2025,6,7.4,41,"Quercus texana",1,12.4968,18.796
"861",2025,6,7.5,41,"Quercus texana",1,12.4968,19.05
"862",2025,6,6.4,40,"Quercus texana",1,12.192,16.256
"863",2025,15,5.5,44,"Quercus texana",1,13.4112,13.97
"864",2025,15,6.2,40,"Quercus texana",1,12.192,15.748
"865",2025,15,5.8,48,"Quercus texana",1,14.6304,14.732
"866",2025,18,3.5,29,"Ulmus americana",1,8.8392,8.89
"867",2025,24,9.5,59,"Ulmus americana",1,17.9832,24.13
"868",2025,2,6.1,52,"Ulmus americana",1,15.8496,15.494
"869",2025,2,5.2,42,"Ulmus americana",1,12.8016,13.208
"870",2025,2,3.3,35,"Ulmus americana",1,10.668,8.382
"871",2025,2,2.6,38,"Ulmus americana",1,11.5824,6.604
"872",2025,2,1.4,13,"Ulmus americana",1,3.9624,3.556
"873",2025,3,16.7,76,"Ulmus americana",1,23.1648,42.418
"874",2025,3,1.7,22,"Ulmus americana",2,6.7056,4.318
"875",2025,3,3.5,36,"Ulmus americana",1,10.9728,8.89
"876",2025,3,5.1,49,"Ulmus americana",1,14.9352,12.954
"877",2025,3,13,72,"Ulmus americana",1,21.9456,33.02
"878",2025,3,13.2,70,"Ulmus americana",1,21.336,33.528
"879",2025,10,15.9,70,"Quercus texana",1,21.336,40.386
"880",2025,10,10.2,48,"Quercus texana",1,14.6304,25.908
"881",2025,10,10,54,"Quercus texana",1,16.4592,25.4
"882",2025,10,8.3,44,"Quercus texana",1,13.4112,21.082
"883",2025,10,7.7,42,"Quercus texana",1,12.8016,19.558
"884",2025,10,5.4,35,"Quercus texana",1,10.668,13.716
"885",2025,10,8.5,52,"Quercus texana",2,15.8496,21.59
"886",2025,25,NA,NA,"Quercus texana",0,NA,NA
"887",2025,25,NA,NA,"Quercus texana",0,NA,NA
"888",2025,32,NA,NA,"Quercus texana",2,NA,NA
"889",2025,39,1.7,20,"Ulmus americana",1,6.096,4.318
"890",2025,55,16,88,"Quercus texana",1,26.8224,40.64
"891",2025,55,24,83,"Quercus texana",1,25.2984,60.96
"892",2025,55,17.1,102,"Quercus texana",1,31.0896,43.434
"893",2025,55,5.2,58,"Ulmus americana",1,17.6784,13.208
"894",2025,55,6.4,69,"Ulmus americana",1,21.0312,16.256
"895",2025,55,20.4,98,"Quercus texana",1,29.8704,51.816
"896",2025,40,3.5,45,"Ulmus americana",1,13.716,8.89
"897",2025,40,NA,NA,"Ulmus americana",2,NA,NA
"898",2025,40,11.3,71,"Quercus texana",1,21.6408,28.702
"899",2025,50,8.8,63,"Quercus texana",1,19.2024,22.352
"900",2025,1,21.5,82,"Quercus texana",1,24.9936,54.61
"901",2025,1,14.2,79,"Quercus texana",1,24.0792,36.068
"902",2025,1,21.4,81,"Quercus texana",1,24.6888,54.356
"903",2025,1,5.6,51,"Quercus texana",1,15.5448,14.224
"904",2025,24,17.4,83,"Quercus texana",1,25.2984,44.196
"905",2025,24,5,58,"Ulmus americana",1,17.6784,12.7
"906",2025,24,10.2,73,"Ulmus americana",1,22.2504,25.908
"907",2025,24,15,83,"Ulmus americana",1,25.2984,38.1
"908",2025,24,5.4,52,"Ulmus americana",1,15.8496,13.716
"909",2025,24,5.7,42,"Ulmus americana",1,12.8016,14.478
"910",2025,29,8.5,48,"Ulmus americana",1,14.6304,21.59
"911",2025,29,1.9,23,"Ulmus americana",1,7.0104,4.826
"912",2025,29,5.8,31,"Quercus texana",2,9.4488,14.732
"913",2025,29,5.9,44,"Ulmus americana",1,13.4112,14.986
"914",2025,29,18,78,"Quercus texana",1,23.7744,45.72
"915",2025,29,5.1,35,"Ulmus americana",1,10.668,12.954
"916",2025,8,10.3,61,"Ulmus americana",1,18.5928,26.162
"917",2025,8,12.2,65,"Ulmus americana",2,19.812,30.988
"918",2025,8,22,89,"Quercus texana",1,27.1272,55.88
"919",2025,24,NA,NA,"Ulmus americana",0,NA,NA
"920",2025,24,NA,NA,"Ulmus americana",0,NA,NA
"921",2025,24,NA,NA,"Ulmus americana",0,NA,NA
"922",2025,24,NA,NA,"Ulmus americana",0,NA,NA
"923",2025,24,NA,NA,"Ulmus americana",0,NA,NA
"924",2025,24,NA,NA,"Ulmus americana",0,NA,NA
"925",2025,24,NA,NA,"Ulmus americana",0,NA,NA
"926",2025,3,6.2,56,"Quercus texana",1,17.0688,15.748
"927",2025,3,4.1,31,"Quercus texana",1,9.4488,10.414
"928",2025,3,NA,NA,"Quercus texana",2,NA,NA
"929",2025,3,7.3,46,"Quercus texana",1,14.0208,18.542
"930",2025,3,8,54,"Quercus texana",1,16.4592,20.32
"931",2025,3,7.5,61,"Quercus texana",1,18.5928,19.05
"932",2025,3,9,67,"Quercus texana",1,20.4216,22.86
"933",2025,3,8.9,59,"Quercus texana",1,17.9832,22.606
"934",2025,3,11.8,66,"Quercus texana",1,20.1168,29.972
"935",2025,3,8.9,63,"Quercus texana",1,19.2024,22.606
"936",2025,3,1.4,13,"Quercus texana",1,3.9624,3.556
"937",2025,3,7.1,51,"Quercus texana",1,15.5448,18.034
"938",2025,3,7.1,58,"Quercus texana",1,17.6784,18.034
"939",2025,3,18.3,82,"Ulmus americana",2,24.9936,46.482
"940",2025,3,14.7,57,"Ulmus americana",1,17.3736,37.338
"941",2025,1,15.3,74,"Quercus texana",1,22.5552,38.862
"942",2025,42,18,82,"Quercus texana",1,24.9936,45.72
"943",2025,42,12.3,60,"Quercus texana",1,18.288,31.242
"944",2025,42,29,105,"Quercus texana",1,32.004,73.66
"945",2025,42,12.7,72,"Quercus texana",1,21.9456,32.258
"946",2025,42,18.5,76,"Quercus texana",1,23.1648,46.99
"947",2025,42,2,23,"Ulmus americana",1,7.0104,5.08
"948",2025,42,5.4,42,"Ulmus americana",1,12.8016,13.716
"949",2025,42,8.7,54,"Ulmus americana",1,16.4592,22.098
"950",2025,42,5.7,47,"Quercus texana",1,14.3256,14.478
"951",2025,12,2,16,"Ulmus americana",1,4.8768,5.08
"952",2025,12,6.9,62,"Ulmus americana",1,18.8976,17.526
"953",2025,12,9,56,"Ulmus americana",1,17.0688,22.86
"954",2025,12,1.4,24,"Ulmus americana",1,7.3152,3.556
"955",2025,12,11.7,73,"Ulmus americana",1,22.2504,29.718
"956",2025,12,6.5,57,"Ulmus americana",1,17.3736,16.51
"957",2025,12,5.5,49,"Ulmus americana",1,14.9352,13.97
"958",2025,15,8.4,42,"Ulmus americana",1,12.8016,21.336
"959",2025,15,8,48,"Ulmus americana",1,14.6304,20.32
"960",2025,15,5.4,42,"Ulmus americana",1,12.8016,13.716
"961",2025,15,2.5,28,"Ulmus americana",1,8.5344,6.35
"962",2025,19,13.9,66,"Ulmus americana",1,20.1168,35.306
"963",2025,19,9.7,53,"Ulmus americana",1,16.1544,24.638
"964",2025,19,2.8,31,"Ulmus americana",1,9.4488,7.112
"965",2025,19,1.5,15,"Ulmus americana",1,4.572,3.81
"966",2025,19,21.7,80,"Ulmus americana",1,24.384,55.118
"967",2025,19,12,62,"Ulmus americana",1,18.8976,30.48
"968",2025,19,5.6,50,"Ulmus americana",1,15.24,14.224
"969",2025,19,10.2,64,"Ulmus americana",1,19.5072,25.908
"970",2025,21,7.1,48,"Ulmus americana",1,14.6304,18.034
"971",2025,21,9.2,55,"Ulmus americana",1,16.764,23.368
"972",2025,21,NA,NA,"Ulmus americana",2,NA,NA
"973",2025,21,5.2,33,"Ulmus americana",1,10.0584,13.208
"974",2025,21,5,48,"Ulmus americana",1,14.6304,12.7
"975",2025,21,6.7,52,"Ulmus americana",1,15.8496,17.018
"976",2025,31,9.8,66,"Ulmus americana",1,20.1168,24.892
"977",2025,1,11.9,62,"Ulmus americana",1,18.8976,30.226
"978",2025,1,6.7,61,"Ulmus americana",1,18.5928,17.018
"979",2025,1,10.1,54,"Ulmus americana",1,16.4592,25.654
"980",2025,1,6.7,49,"Ulmus americana",1,14.9352,17.018
"981",2025,1,6.2,43,"Quercus texana",1,13.1064,15.748
"982",2025,89,7.7,68,"Ulmus americana",2,20.7264,19.558
"983",2025,89,7.4,67,"Ulmus americana",2,20.4216,18.796
"984",2025,89,NA,NA,"Ulmus americana",2,NA,NA
"985",2025,89,5.5,38,"Ulmus americana",1,11.5824,13.97
"986",2025,89,4.3,45,"Ulmus americana",1,13.716,10.922
"987",2025,89,2,22,"Ulmus americana",1,6.7056,5.08
"988",2025,89,2.5,27,"Ulmus americana",1,8.2296,6.35
"989",2025,89,NA,NA,"Ulmus americana",2,NA,NA
"990",2025,10,25.4,80,"Quercus texana",1,24.384,64.516
"991",2025,10,11.2,81,"Quercus texana",1,24.6888,28.448
"992",2025,10,8.6,58,"Ulmus americana",1,17.6784,21.844
"993",2025,10,9.3,71,"Quercus texana",1,21.6408,23.622
"994",2025,5,NA,NA,"Ilex opaca",0,NA,NA
"995",2025,5,NA,NA,"Ilex opaca",0,NA,NA
"996",2025,5,NA,NA,"Ilex opaca",0,NA,NA
"997",2025,14,3.8,28,"Ilex opaca",1,8.5344,9.652
"998",2025,14,2.3,23,"Ilex opaca",1,7.0104,5.842
"999",2025,18,6.5,50,"Ilex opaca",1,15.24,16.51
"1000",2025,18,1.8,18,"Ilex opaca",1,5.4864,4.572
"1001",2025,21,1.3,15,"Ilex opaca",1,4.572,3.302
"1002",2025,21,1.6,12,"Ilex opaca",1,3.6576,4.064
"1003",2025,24,1.4,15,"Ilex opaca",1,4.572,3.556
"1004",2025,30,1.9,17,"Ilex opaca",1,5.1816,4.826
"1005",2025,30,6.1,47,"Ilex opaca",1,14.3256,15.494
"1006",2025,19,5.5,38,"Ilex opaca",1,11.5824,13.97
"1007",2025,34,NA,NA,"Ilex opaca",2,NA,NA
"1008",2025,34,NA,NA,"Ilex opaca",2,NA,NA
"1009",2025,34,NA,NA,"Ilex opaca",2,NA,NA
"1010",2025,34,NA,NA,"Ilex opaca",2,NA,NA
"1011",2025,34,NA,NA,"Ilex opaca",2,NA,NA
"1012",2025,34,NA,NA,"Ilex opaca",2,NA,NA
"1013",2025,34,NA,NA,"Ilex opaca",2,NA,NA
"1014",2025,34,NA,NA,"Ilex opaca",2,NA,NA
"1015",2025,34,NA,NA,"Ilex opaca",2,NA,NA
"1016",2025,47,5.5,40,"Ulmus americana",1,12.192,13.97
"1017",2025,47,1.2,20,"Ilex opaca",1,6.096,3.048
"1018",2025,47,7.8,51,"Ilex opaca",1,15.5448,19.812
"1019",2025,47,5.9,47,"Ilex opaca",1,14.3256,14.986
"1020",2025,64,1,16,"Ilex opaca",1,4.8768,2.54
"1021",2025,125,NA,NA,"Ilex opaca",2,NA,NA
"1022",2025,22,6.6,45,"Quercus texana",1,13.716,16.764
"1023",2025,22,5.8,52,"Quercus texana",1,15.8496,14.732
"1024",2025,22,5.9,55,"Quercus texana",1,16.764,14.986
"1025",2025,22,11.6,64,"Quercus texana",2,19.5072,29.464
"1026",2025,22,6.4,46,"Quercus texana",1,14.0208,16.256
"1027",2025,22,7.9,59,"Quercus texana",1,17.9832,20.066
"1028",2025,22,5.2,43,"Ulmus americana",1,13.1064,13.208
"1029",2025,22,5.8,40,"Ulmus americana",1,12.192,14.732
"1030",2025,22,1.1,11,"Ilex opaca",2,3.3528,2.794
"1031",2025,31,5.9,41,"Quercus texana",2,12.4968,14.986
"1032",2025,31,11.5,90,"Quercus texana",1,27.432,29.21
"1033",2025,31,12.3,80,"Quercus texana",1,24.384,31.242
"1034",2025,31,7,58,"Quercus texana",1,17.6784,17.78
"1035",2025,31,8.7,53,"Quercus texana",1,16.1544,22.098
"1036",2025,31,7.2,53,"Quercus texana",2,16.1544,18.288
"1037",2025,31,8.4,54,"Quercus texana",2,16.4592,21.336
"1038",2025,31,5.4,55,"Quercus texana",2,16.764,13.716
"1039",2025,31,7.5,52,"Quercus texana",2,15.8496,19.05
"1040",2025,31,7.2,62,"Quercus texana",1,18.8976,18.288
"1041",2025,8,7,45,"Ilex opaca",1,13.716,17.78
"1042",2025,8,NA,NA,"Ilex opaca",2,NA,NA
"1043",2025,8,5.1,32,"Ilex opaca",1,9.7536,12.954
"1044",2025,8,6.7,37,"Ilex opaca",1,11.2776,17.018
"1045",2025,8,3.8,35,"Ilex opaca",1,10.668,9.652
"1046",2025,8,1.2,15,"Ilex opaca",1,4.572,3.048
"1047",2025,8,5.6,40,"Ilex opaca",1,12.192,14.224
"1048",2025,8,8.6,52,"Ilex opaca",1,15.8496,21.844
"1049",2025,8,NA,NA,"Ilex opaca",2,NA,NA
"1050",2025,8,5.6,46,"Ilex opaca",1,14.0208,14.224
"1051",2025,8,5,31,"Ilex opaca",1,9.4488,12.7
"1052",2025,8,4.4,38,"Ilex opaca",1,11.5824,11.176
"1053",2025,8,3.7,33,"Ilex opaca",1,10.0584,9.398
"1054",2025,8,5.2,43,"Ilex opaca",1,13.1064,13.208
"1055",2025,8,6.4,48,"Ilex opaca",1,14.6304,16.256
"1056",2025,8,7,50,"Ilex opaca",1,15.24,17.78
"1057",2025,25,6.7,57,"Quercus texana",1,17.3736,17.018
"1058",2025,25,6.3,56,"Quercus texana",1,17.0688,16.002
"1059",2025,25,8,69,"Quercus texana",1,21.0312,20.32
"1060",2025,33,3.1,30,"Ilex opaca",1,9.144,7.874
"1061",2025,33,1.6,21,"Ilex opaca",1,6.4008,4.064
"1062",2025,33,1.6,27,"Ilex opaca",1,8.2296,4.064
"1063",2025,33,1.1,16,"Ilex opaca",2,4.8768,2.794
"1064",2025,33,1.8,26,"Ilex opaca",1,7.9248,4.572
"1065",2025,33,5,38,"Ilex opaca",1,11.5824,12.7
"1066",2025,36,1.2,14,"Ilex opaca",1,4.2672,3.048
"1067",2025,36,7.3,50,"Ilex opaca",1,15.24,18.542
"1068",2025,36,2.8,32,"Ilex opaca",1,9.7536,7.112
"1069",2025,36,2.1,32,"Ilex opaca",1,9.7536,5.334
"1070",2025,36,NA,NA,"Ilex opaca",2,NA,NA
"1071",2025,36,1,10,"Ilex opaca",1,3.048,2.54
"1072",2025,71,27.8,98,"Quercus texana",1,29.8704,70.612
"1073",2025,71,20.4,94,"Quercus texana",1,28.6512,51.816
"1074",2025,6,2.1,19,"Ilex opaca",1,5.7912,5.334
"1075",2025,54,13.3,64,"Ulmus americana",1,19.5072,33.782
"1076",2025,54,8.2,52,"Ulmus americana",2,15.8496,20.828
"1077",2025,54,NA,NA,"Ulmus americana",2,NA,NA
"1078",2025,54,19.2,81,"Ulmus americana",1,24.6888,48.768
"1079",2025,56,6.9,50,"Ulmus americana",1,15.24,17.526
"1080",2025,56,5.7,58,"Ulmus americana",1,17.6784,14.478
"1081",2025,68,8.6,50,"Ulmus americana",1,15.24,21.844
"1082",2025,2,1.9,12,"Ilex opaca",1,3.6576,4.826
"1083",2025,9,NA,NA,"Ilex opaca",0,NA,NA
"1084",2025,47,2.5,18,"Ilex opaca",1,5.4864,6.35
"1085",2025,47,3.5,26,"Ilex opaca",1,7.9248,8.89
"1086",2025,54,5.3,51,"Ilex opaca",1,15.5448,13.462
"1087",2025,54,4.8,32,"Ilex opaca",1,9.7536,12.192
"1088",2025,54,6.7,39,"Ilex opaca",1,11.8872,17.018
"1089",2025,70,1.4,15,"Ilex opaca",1,4.572,3.556
"1090",2025,70,1.1,14,"Ilex opaca",1,4.2672,2.794
"1091",2025,70,1.9,20,"Ilex opaca",1,6.096,4.826
"1092",2025,73,NA,NA,"Ilex opaca",2,NA,NA
"1093",2025,73,NA,NA,"Ilex opaca",2,NA,NA
"1094",2025,73,1,15,"Ilex opaca",1,4.572,2.54
"1095",2025,81,1.2,10,"Ilex opaca",1,3.048,3.048
"1096",2025,89,5.1,38,"Ilex opaca",1,11.5824,12.954
"1097",2025,6,NA,NA,"Ulmus americana",0,NA,NA
"1098",2025,20,NA,NA,"Quercus texana",0,NA,NA
"1099",2025,20,NA,NA,"Quercus texana",0,NA,NA
"1100",2025,20,NA,NA,"Quercus texana",0,NA,NA
"1101",2025,26,NA,NA,"Ulmus americana",0,NA,NA
"1102",2025,5,15.4,69,"Quercus texana",1,21.0312,39.116
"1103",2025,49,5.9,40,"Ilex opaca",1,12.192,14.986
"1104",2025,68,2.7,23,"Ilex opaca",1,7.0104,6.858
"1105",2025,68,5,38,"Ilex opaca",1,11.5824,12.7
"1106",2025,68,5.4,41,"Ilex opaca",1,12.4968,13.716
"1107",2025,39,NA,NA,"Ulmus americana",2,NA,NA
"1108",2025,29,2.7,15,"Ilex opaca",1,4.572,6.858
"1109",2025,8,6.2,40,"Ilex opaca",1,12.192,15.748
"1110",2025,8,5.1,44,"Ilex opaca",1,13.4112,12.954
"1111",2025,35,5.7,41,"Ilex opaca",1,12.4968,14.478
"1112",2025,42,3,33,"Ilex opaca",1,10.0584,7.62
"1113",2025,42,2.4,26,"Ilex opaca",1,7.9248,6.096
"1114",2025,42,5.2,39,"Ilex opaca",1,11.8872,13.208
"1115",2025,42,6.7,48,"Ilex opaca",1,14.6304,17.018
"1116",2025,42,6.1,48,"Ilex opaca",1,14.6304,15.494
"1117",2025,42,5,39,"Ilex opaca",1,11.8872,12.7
"1118",2025,42,6.6,41,"Ilex opaca",1,12.4968,16.764
"1119",2025,42,5.1,41,"Ilex opaca",1,12.4968,12.954
"1120",2025,99,4.3,28,"Ilex opaca",1,8.5344,10.922
"1121",2025,5,6.7,47,"Ulmus americana",1,14.3256,17.018
"1122",2025,8,13.6,64,"Ulmus americana",1,19.5072,34.544
"1123",2025,10,6.7,57,"Ulmus americana",1,17.3736,17.018
"1124",2025,10,8.7,53,"Ulmus americana",1,16.1544,22.098
"1125",2025,10,7.7,64,"Ulmus americana",1,19.5072,19.558
"1126",2025,10,18,71,"Ulmus americana",1,21.6408,45.72
"1127",2025,10,5.8,45,"Ulmus americana",1,13.716,14.732
"1128",2025,58,19.4,92,"Ulmus americana",1,28.0416,49.276
"1129",2025,58,7.4,20,"Ulmus americana",2,6.096,18.796
"1130",2025,58,11.8,56,"Ulmus americana",1,17.0688,29.972
"1131",2025,28,5.7,45,"Ulmus americana",1,13.716,14.478
"1132",2025,28,11.8,89,"Ulmus americana",1,27.1272,29.972
"1133",2025,32,1.4,14,"Ilex opaca",1,4.2672,3.556
"1134",2025,38,2.3,21,"Ilex opaca",1,6.4008,5.842
"1135",2025,38,1.7,18,"Ilex opaca",1,5.4864,4.318
"1136",2025,38,1.7,21,"Ilex opaca",1,6.4008,4.318
"1137",2025,40,1.7,13,"Ilex opaca",1,3.9624,4.318
"1138",2025,47,1.6,19,"Ilex opaca",1,5.7912,4.064
"1139",2025,48,5.1,32,"Ilex opaca",1,9.7536,12.954
"1140",2025,48,6.4,45,"Ilex opaca",1,13.716,16.256
"1141",2025,48,7.2,44,"Ilex opaca",1,13.4112,18.288
"1142",2025,48,1.4,16,"Ilex opaca",1,4.8768,3.556
"1143",2025,48,1.1,14,"Ilex opaca",1,4.2672,2.794
"1144",2025,27,9.3,44,"Ulmus americana",1,13.4112,23.622
"1145",2025,1,1.3,11,"Ilex opaca",1,3.3528,3.302
"1146",2025,13,9.9,73,"Ulmus americana",1,22.2504,25.146
"1147",2025,13,7.9,58,"Ulmus americana",1,17.6784,20.066
"1148",2025,13,9.8,78,"Ulmus americana",1,23.7744,24.892
"1149",2025,13,5.4,56,"Ulmus americana",1,17.0688,13.716
"1150",2025,13,5.7,49,"Ulmus americana",1,14.9352,14.478
"1151",2025,13,NA,NA,"Ulmus americana",2,NA,NA
"1152",2025,13,5,30,"Ilex opaca",1,9.144,12.7
"1153",2025,13,5.5,42,"Ulmus americana",1,12.8016,13.97
"1154",2025,14,3.9,34,"Ilex opaca",1,10.3632,9.906
"1155",2025,19,12.5,76,"Ilex opaca",1,23.1648,31.75
"1156",2025,19,8.7,56,"Ilex opaca",1,17.0688,22.098
"1157",2025,29,1.1,11,"Ilex opaca",1,3.3528,2.794
"1158",2025,32,4,34,"Ilex opaca",1,10.3632,10.16
"1159",2025,9,1.8,21,"Ilex opaca",1,6.4008,4.572
"1160",2025,9,2.4,22,"Ilex opaca",1,6.7056,6.096
"1161",2025,18,2.5,25,"Ilex opaca",1,7.62,6.35
"1162",2025,6,15.9,69,"Ulmus americana",2,21.0312,40.386
"1163",2025,6,5,37,"Ulmus americana",1,11.2776,12.7
"1164",2025,11,7.3,61,"Ilex opaca",1,18.5928,18.542
"1165",2025,11,5.2,41,"Ilex opaca",1,12.4968,13.208
"1166",2025,11,5.6,48,"Ilex opaca",1,14.6304,14.224
"1167",2025,11,6.4,46,"Ilex opaca",1,14.0208,16.256
"1168",2025,11,5.4,13,"Ilex opaca",1,3.9624,13.716
"1169",2025,15,1.1,14,"Ilex opaca",1,4.2672,2.794
"1170",2025,15,1.4,14,"Ilex opaca",1,4.2672,3.556
"1171",2025,15,2.6,19,"Ilex opaca",1,5.7912,6.604
"1172",2025,15,2,13,"Ilex opaca",1,3.9624,5.08
"1173",2025,2,1.2,13,"Ilex opaca",1,3.9624,3.048
"1174",2025,39,NA,NA,"Quercus texana",2,NA,NA
"1175",2025,39,8.7,43,"Quercus texana",1,13.1064,22.098
"1176",2025,42,7.7,63,"Ulmus americana",1,19.2024,19.558
"1177",2025,50,5.2,41,"Ilex opaca",1,12.4968,13.208
"1178",2025,50,6.4,38,"Ilex opaca",1,11.5824,16.256
"1179",2025,50,5.1,38,"Ilex opaca",1,11.5824,12.954
