"county_code","year","number_trees","trees_alive","species_richness","diameter","height","region"
33,2022,105,43,14,8.91627906976744,64.4418604651163,"Southeast"
33,2023,132,101,14,7.27272727272727,56.3090909090909,"Southeast"
33,2024,99,59,22,9.115,68.2833333333333,"Southeast"
33,2025,113,37,19,7.05,45.9210526315789,"Southeast"
35,1974,492,236,29,12.9910569105691,NA,"North Delta"
35,1984,141,78,20,13.3297872340426,80.0945945945946,"North Delta"
35,1991,177,148,20,14.4531073446328,78.7881355932203,"North Delta"
35,2001,36,34,9,7.96111111111111,48.3333333333333,"North Delta"
35,2002,30,18,8,9.581,66.6333333333333,"North Delta"
35,2003,33,17,5,9.1669696969697,59.8787878787879,"North Delta"
35,2004,23,15,7,17.2273913043478,81.2173913043478,"North Delta"
35,2008,27,26,5,8.01111111111111,42.0740740740741,"North Delta"
35,2009,6,6,3,5.05,29.6666666666667,"North Delta"
35,2010,33,31,12,7.74939393939394,44.0606060606061,"North Delta"
35,2011,24,20,9,8.82333333333333,48.125,"North Delta"
35,2012,45,40,9,7.48333333333333,49.8409090909091,"North Delta"
35,2013,21,16,9,8.70523809523809,48.5714285714286,"North Delta"
35,2014,27,21,5,8.48296296296296,44.962962962963,"North Delta"
35,2015,11,11,4,6.32727272727273,36.6363636363636,"North Delta"
35,2016,33,29,7,5.63878787878788,35,"North Delta"
35,2017,53,39,18,9.8,50.5283018867925,"North Delta"
35,2018,34,32,7,7.64147058823529,47.0294117647059,"North Delta"
35,2019,28,0,6,2.03,11,"North Delta"
35,2020,38,35,11,6.04571428571429,36.7714285714286,"North Delta"
35,2021,21,0,5,NA,NA,"North Delta"
35,2022,18,18,4,7.00555555555556,44.9444444444444,"North Delta"
35,2023,19,18,8,10.1210526315789,60.4210526315789,"North Delta"
35,2024,73,53,13,8.74736842105263,45.5087719298246,"North Delta"
35,2025,63,52,10,7.95,53.375,"North Delta"
37,1974,834,707,36,9.51618705035971,NA,"Southeast"
37,1984,512,411,33,9.975,76.4095563139932,"Southeast"
37,1991,909,791,39,11.2631463146315,75.0130841121495,"Southeast"
37,2001,301,229,24,9.77076411960133,59.0066445182724,"Southeast"
37,2002,279,237,22,8.48229390681004,48.7168458781362,"Southeast"
37,2003,113,63,26,12.1397345132743,64.212389380531,"Southeast"
37,2004,124,110,18,9.61991935483871,53.2983870967742,"Southeast"
37,2005,285,217,28,9.95954385964912,57.8070175438597,"Southeast"
37,2008,110,107,15,6.72363636363636,49.3454545454545,"Southeast"
37,2009,160,133,22,8.0514375,53.59375,"Southeast"
37,2010,214,134,20,8.37757009345794,53.7616822429907,"Southeast"
37,2011,216,120,16,8.11398148148148,51.7731481481481,"Southeast"
37,2012,64,44,9,8.3053125,53.8965517241379,"Southeast"
37,2013,99,82,19,9.44151515151515,60.040404040404,"Southeast"
37,2014,167,101,26,8.55233532934132,57.0658682634731,"Southeast"
37,2015,174,144,27,8.91734104046243,56.8092485549133,"Southeast"
37,2016,101,47,22,10.0691428571429,58.2,"Southeast"
37,2017,253,216,15,8.18956175298805,58.4382470119522,"Southeast"
37,2018,208,160,13,6.90216346153846,51.9326923076923,"Southeast"
37,2019,100,80,11,7.95172413793103,54.0459770114943,"Southeast"
37,2020,135,111,22,9.1016393442623,63.172131147541,"Southeast"
37,2021,131,86,23,8.48461538461538,60.9120879120879,"Southeast"
37,2022,174,98,24,9.05673076923077,59.9615384615385,"Southeast"
37,2023,191,149,16,8.625,60.2738095238095,"Southeast"
37,2024,150,85,21,9.89318181818182,57.125,"Southeast"
37,2025,235,190,13,6.95023923444976,52.6555023923445,"Southeast"
39,1974,1116,1003,37,9.58413978494624,NA,"Southwest"
39,1984,760,587,43,9.7646052631579,70.1766109785203,"Southwest"
39,1991,1175,1030,46,11.3430638297872,79.603947368421,"Southwest"
39,2001,362,322,26,8.84265193370166,55.4834254143646,"Southwest"
39,2002,211,204,27,7.41559241706161,46.1374407582938,"Southwest"
39,2003,286,207,32,10.6772027972028,61.1099290780142,"Southwest"
39,2004,226,144,19,9.48761061946903,58.9690265486726,"Southwest"
39,2005,180,124,22,11.0296111111111,63.7666666666667,"Southwest"
39,2008,7,7,3,8.22857142857143,46.5714285714286,"Southwest"
39,2009,224,177,23,8.7775,51.4375,"Southwest"
39,2010,271,187,17,5.89335793357934,42.3703703703704,"Southwest"
39,2011,293,238,27,7.56484641638225,52.7353951890034,"Southwest"
39,2012,248,209,20,7.28262096774194,49.4072580645161,"Southwest"
39,2013,267,194,24,6.84857677902622,47.0300751879699,"Southwest"
39,2014,227,205,16,5.98361233480176,42.4713656387665,"Southwest"
39,2015,68,52,10,7.71426470588235,48.0147058823529,"Southwest"
39,2016,301,229,22,6.40510067114094,46.7919463087248,"Southwest"
39,2017,257,184,20,7.10023622047244,54.7322834645669,"Southwest"
39,2018,164,140,19,7.81378048780488,56.5060975609756,"Southwest"
39,2019,437,245,25,7.03717717717718,48.5555555555556,"Southwest"
39,2020,324,218,17,6.59130434782609,49.495652173913,"Southwest"
39,2021,246,138,19,7.84121621621622,56.1081081081081,"Southwest"
39,2022,179,156,12,7.21349693251534,49.4110429447853,"Southwest"
39,2023,238,179,24,7.78563829787234,54.8244680851064,"Southwest"
39,2024,442,393,22,6.64501216545012,53.5060827250608,"Southwest"
39,2025,174,125,17,8.89117647058823,64.9485294117647,"Southwest"
41,1974,430,323,31,10.5646511627907,NA,"North Delta"
41,1984,200,111,27,10.157,66.4523809523809,"North Delta"
41,1991,347,321,34,11.9365994236311,75.5,"North Delta"
41,2001,38,36,9,9.71552631578947,49.2368421052632,"North Delta"
41,2002,130,102,23,9.86407692307692,62.7338709677419,"North Delta"
41,2003,39,35,7,13.944358974359,59.8205128205128,"North Delta"
41,2004,44,22,14,12.8534090909091,55.7441860465116,"North Delta"
41,2005,87,71,11,8.92126436781609,58.2873563218391,"North Delta"
41,2008,49,46,9,5.14081632653061,39.0204081632653,"North Delta"
41,2009,34,31,10,9.65852941176471,64.8823529411765,"North Delta"
41,2010,75,71,16,6.9136,45.7066666666667,"North Delta"
41,2011,41,9,10,8.51390243902439,45.1951219512195,"North Delta"
41,2012,38,34,8,5.29684210526316,29.3684210526316,"North Delta"
41,2013,81,67,17,6.99740740740741,44.9012345679012,"North Delta"
41,2014,24,20,9,7.5125,45.0416666666667,"North Delta"
41,2015,99,72,14,8.05979797979798,53.4343434343434,"North Delta"
41,2016,89,70,18,7.94134831460674,50.8426966292135,"North Delta"
41,2017,61,53,14,7.82180327868852,46.5081967213115,"North Delta"
41,2019,102,75,13,4.31047058823529,27.6117647058824,"North Delta"
41,2020,68,15,17,9.02666666666667,30.6666666666667,"North Delta"
41,2021,18,15,6,7.17333333333333,41.1333333333333,"North Delta"
41,2022,125,115,19,7.74916666666667,49.9,"North Delta"
41,2023,65,59,16,7.78032786885246,42.7540983606557,"North Delta"
41,2024,102,64,20,8.56056338028169,54,"North Delta"
41,2025,34,30,6,4.63548387096774,29.6774193548387,"North Delta"
43,1974,1909,1664,39,10.9615505500262,NA,"Southwest"
43,1984,1182,860,44,9.78231810490694,72.8240418118467,"Southwest"
43,1991,2223,1947,51,10.5919028340081,75.0249084249084,"Southwest"
43,2001,541,521,38,8.71835489833641,56.7504621072089,"Southwest"
43,2002,362,306,31,8.59049723756906,52.883008356546,"Southwest"
43,2003,469,374,36,8.23524520255864,52.9349240780911,"Southwest"
43,2004,505,385,31,9.29726732673267,63.0277227722772,"Southwest"
43,2005,421,379,26,9.92349168646081,57.3586698337292,"Southwest"
43,2009,322,255,29,9.16658385093168,62.9472049689441,"Southwest"
43,2010,126,119,17,7.55309523809524,52.8730158730159,"Southwest"
43,2011,353,256,36,8.70538243626062,55.6458923512748,"Southwest"
43,2012,385,305,28,6.82735064935065,47.9272727272727,"Southwest"
43,2013,299,265,32,7.97394648829431,50.6053511705686,"Southwest"
43,2014,162,121,22,8.75211180124224,54.2857142857143,"Southwest"
43,2015,291,197,23,7.91123711340206,50.6082474226804,"Southwest"
43,2016,115,82,16,9.94486956521739,62.9217391304348,"Southwest"
43,2017,277,210,32,8.04292418772563,53.7581227436823,"Southwest"
43,2018,395,267,33,8.5008356545961,58.3203342618384,"Southwest"
43,2019,499,328,31,7.83414486921529,55.9215291750503,"Southwest"
43,2020,356,240,33,9.5625,61.7083333333333,"Southwest"
43,2021,164,120,18,10.2620967741935,60.508064516129,"Southwest"
43,2022,301,259,27,8.60970149253731,55.2276119402985,"Southwest"
43,2023,261,223,33,8.31818181818182,55.5330578512397,"Southwest"
43,2024,115,86,16,9.28260869565217,58.1413043478261,"Southwest"
43,2025,259,233,28,8.705,56.4333333333333,"Southwest"
45,1974,780,657,23,11.4971794871795,NA,"South Delta"
45,1984,443,366,21,9.70722347629797,55.9303135888502,"South Delta"
45,1991,752,693,25,12.4727393617021,62.0795454545455,"South Delta"
45,2001,34,32,7,7.92058823529412,44.9411764705882,"South Delta"
45,2002,60,56,12,9.52966666666667,52.3166666666667,"South Delta"
45,2003,244,219,18,10.551106557377,57.3155737704918,"South Delta"
45,2004,160,135,18,8.7104375,44.33125,"South Delta"
45,2005,50,34,8,10.8362,48.34,"South Delta"
45,2008,14,13,3,11.25,52.0714285714286,"South Delta"
45,2009,116,98,9,9.48474137931034,53.3157894736842,"South Delta"
45,2010,33,29,3,10.5593939393939,53.2758620689655,"South Delta"
45,2011,56,46,8,9.07553571428571,48.7857142857143,"South Delta"
45,2012,192,170,18,9.03010416666667,53.609375,"South Delta"
45,2013,76,54,15,10.3898684210526,58.8289473684211,"South Delta"
45,2014,63,51,14,9.72952380952381,42.0476190476191,"South Delta"
45,2015,35,16,10,10.31875,52.6875,"South Delta"
45,2017,82,69,8,10.509756097561,51.3658536585366,"South Delta"
45,2018,64,56,14,9.94578125,55.609375,"South Delta"
45,2019,249,180,18,9.52048192771084,50.6144578313253,"South Delta"
45,2020,65,41,14,12.4,63.4,"South Delta"
45,2021,66,37,15,10.295652173913,47.3913043478261,"South Delta"
45,2022,22,16,6,10.00625,47.5,"South Delta"
45,2023,50,26,8,10.8068965517241,56.448275862069,"South Delta"
45,2024,28,23,2,12.8458333333333,56.75,"South Delta"
45,2025,100,86,17,10.018085106383,58.4042553191489,"South Delta"
47,1974,1827,1533,25,13.2633825944171,NA,"South Delta"
47,1984,1013,826,29,12.2028627838105,65.2622222222222,"South Delta"
47,1991,1662,1528,33,14.032551143201,66.1778955336866,"South Delta"
47,2001,248,190,24,12.14875,58.6572580645161,"South Delta"
47,2002,359,284,22,9.58874651810585,53.7198879551821,"South Delta"
47,2003,304,234,20,11.5347368421053,54.5296052631579,"South Delta"
47,2004,327,305,19,11.2945565749235,57.7614678899083,"South Delta"
47,2005,303,244,19,12.1107920792079,60.0858085808581,"South Delta"
47,2008,143,139,12,10.3944055944056,52.5454545454545,"South Delta"
47,2009,252,218,18,9.60328,51.131914893617,"South Delta"
47,2010,186,162,17,9.19182795698925,51.1358695652174,"South Delta"
47,2011,330,276,21,8.86084848484849,53.4969696969697,"South Delta"
47,2012,188,174,13,9.51276595744681,49.6129032258064,"South Delta"
47,2013,275,232,18,9.87418181818182,52.9812030075188,"South Delta"
47,2014,254,212,18,8.7759842519685,51.6535433070866,"South Delta"
47,2015,172,124,17,9.58138554216868,53.7771084337349,"South Delta"
47,2016,138,115,19,11.0913008130081,51.3170731707317,"South Delta"
47,2017,293,252,21,8.53689895470383,52.0836236933798,"South Delta"
47,2018,290,242,18,9.32674825174825,55.3461538461538,"South Delta"
47,2019,277,190,18,9.31903225806452,48.3346774193548,"South Delta"
47,2020,312,152,20,9.98773006134969,54.2024539877301,"South Delta"
47,2021,256,213,17,9.45272727272727,57.0181818181818,"South Delta"
47,2022,173,137,18,9.63636363636364,56.0559440559441,"South Delta"
47,2023,186,163,20,9.18622754491018,53.8622754491018,"South Delta"
47,2024,252,151,19,10.1125786163522,52.5911949685535,"South Delta"
47,2025,293,243,20,10.5563218390805,58.007662835249,"South Delta"
49,1974,2367,1997,37,9.33341782847486,NA,"Northwest"
49,1984,1455,1008,37,8.0880412371134,72.759765625,"Northwest"
49,1991,2167,1797,40,7.47729580064605,68.9857456140351,"Northwest"
49,2001,633,539,28,7.22503949447077,46.5181674565561,"Northwest"
49,2002,398,253,28,7.56964824120603,49.4422110552764,"Northwest"
49,2003,368,290,26,8.91660326086956,58.1711956521739,"Northwest"
49,2004,403,272,35,7.66426799007444,50.5831265508685,"Northwest"
49,2005,594,481,27,6.59361952861953,41.5909090909091,"Northwest"
49,2008,117,107,11,8.81538461538462,59.2991452991453,"Northwest"
49,2009,369,206,27,7.62092140921409,51.4774011299435,"Northwest"
49,2010,429,237,22,8.1113986013986,52.1841491841492,"Northwest"
49,2011,502,423,28,7.05575697211155,45.3967611336032,"Northwest"
49,2012,335,266,25,7.42331343283582,49.0835820895522,"Northwest"
49,2013,307,249,20,8.20742671009772,53.2117263843648,"Northwest"
49,2014,504,341,27,6.68311507936508,43.4583333333333,"Northwest"
49,2015,398,208,22,7.00442211055276,46.1356783919598,"Northwest"
49,2016,336,188,24,7.83397887323944,50.2042253521127,"Northwest"
49,2017,334,191,26,7.77269461077844,49.8083832335329,"Northwest"
49,2018,531,397,31,7.66661322645291,51.0440881763527,"Northwest"
49,2019,485,322,27,7.86138144329897,50.4701030927835,"Northwest"
49,2020,295,189,25,7.892,50.405,"Northwest"
49,2021,485,276,30,7.4083044982699,47.9446366782007,"Northwest"
49,2022,292,223,24,7.72777777777778,55.1623931623932,"Northwest"
49,2023,324,265,27,8.21131386861314,53.2153284671533,"Northwest"
49,2024,248,161,19,7.09700598802395,41.5988023952096,"Northwest"
49,2025,448,391,27,8.6031941031941,54.8206388206388,"Northwest"
51,2004,21,21,4,8.2,42.8571428571429,"South Delta"
51,2005,18,18,6,8.46111111111111,36.9444444444444,"South Delta"
51,2010,31,30,4,9.60322580645161,44.741935483871,"South Delta"
51,2014,72,54,9,5.82661290322581,33.6774193548387,"South Delta"
51,2015,20,10,7,8.86428571428571,36.6428571428571,"South Delta"
51,2016,31,0,4,NA,NA,"South Delta"
51,2021,95,64,8,4.75223880597015,29.134328358209,"South Delta"
51,2022,15,12,6,10.3083333333333,44.3333333333333,"South Delta"
53,1974,351,285,24,11.422792022792,NA,"Southwest"
53,1984,203,135,20,12.0147783251232,66.5603448275862,"Southwest"
53,1991,275,256,23,12.5847272727273,73.3115577889447,"Southwest"
53,2001,132,87,18,9.78530303030303,58.1590909090909,"Southwest"
53,2002,33,31,7,8.91454545454545,41.969696969697,"Southwest"
53,2003,40,12,10,14.8075,63.175,"Southwest"
53,2004,18,18,6,8.93888888888889,50.5,"Southwest"
53,2005,74,57,7,8.5377027027027,61.2432432432432,"Southwest"
53,2009,11,0,2,10.18,NA,"Southwest"
53,2010,79,72,10,6.90455696202532,39.3924050632911,"Southwest"
53,2011,75,51,18,9.09108108108108,57.6338028169014,"Southwest"
53,2012,44,37,5,6.69318181818182,44.5227272727273,"Southwest"
53,2013,16,14,5,8.0675,44.5,"Southwest"
53,2014,11,8,5,7.21454545454545,46.1818181818182,"Southwest"
53,2015,59,2,5,10.2,46,"Southwest"
53,2016,58,53,8,5.81655172413793,34.3620689655172,"Southwest"
53,2017,100,57,11,7.25746478873239,46.6478873239437,"Southwest"
53,2019,49,23,5,7.81387755102041,50.1632653061224,"Southwest"
53,2020,57,50,14,9.93269230769231,58.7692307692308,"Southwest"
53,2021,12,8,6,7.5,53,"Southwest"
53,2022,55,48,7,5.60185185185185,42.6851851851852,"Southwest"
53,2023,106,92,11,7.63301886792453,60.9811320754717,"Southwest"
53,2024,133,77,12,7.47441860465116,41.2441860465116,"Southwest"
55,1974,81,27,14,14.0074074074074,NA,"South Delta"
55,1984,25,19,8,11.24,59.7857142857143,"South Delta"
55,1991,39,38,9,16.5025641025641,70.5806451612903,"South Delta"
55,2001,25,25,7,11.024,59.2,"South Delta"
55,2004,51,42,13,11.8474509803922,47.7647058823529,"South Delta"
55,2009,21,15,7,9.51142857142857,51.8095238095238,"South Delta"
55,2014,35,27,12,8.67171428571429,50.0285714285714,"South Delta"
55,2016,19,14,7,7.38210526315789,41.6842105263158,"South Delta"
55,2021,41,33,12,6.80555555555556,45.1111111111111,"South Delta"
55,2024,30,24,8,6.75555555555556,40.2592592592593,"South Delta"
57,1974,1099,923,17,12.4212920837125,NA,"South Delta"
57,1984,630,491,18,11.6187301587302,65.9672544080605,"South Delta"
57,1991,794,725,15,12.9773299748111,63.1677852348993,"South Delta"
57,2001,116,70,5,12.6362068965517,62.4954954954955,"South Delta"
57,2002,66,56,6,11.0695454545455,52.2727272727273,"South Delta"
57,2003,43,34,7,14.0802325581395,62.6976744186046,"South Delta"
57,2004,152,110,11,11.7231578947368,56.4647887323944,"South Delta"
57,2005,95,91,6,9.15536842105263,49.7473684210526,"South Delta"
57,2008,106,98,9,12.1198113207547,63.5943396226415,"South Delta"
57,2009,132,107,5,10.0573282442748,53.3245614035088,"South Delta"
57,2010,92,77,10,7.75760869565217,37.2093023255814,"South Delta"
57,2011,51,43,7,10.578431372549,45.156862745098,"South Delta"
57,2012,3,2,1,5.93333333333333,28.3333333333333,"South Delta"
57,2013,174,152,10,8.02465517241379,50.1494252873563,"South Delta"
57,2014,153,134,10,8.4294964028777,44.0359712230216,"South Delta"
57,2015,85,58,6,8.01894117647059,47.3411764705882,"South Delta"
57,2016,144,100,11,9.45625,54.0576923076923,"South Delta"
57,2017,116,63,7,5.765,32.7446808510638,"South Delta"
57,2018,14,14,6,8.97857142857143,49.9285714285714,"South Delta"
57,2019,5,3,2,6.174,31.6,"South Delta"
57,2020,174,127,10,8.75833333333333,51.3333333333333,"South Delta"
57,2021,152,90,10,10.1411764705882,52.6372549019608,"South Delta"
57,2022,68,36,7,9.70243902439024,55.1951219512195,"South Delta"
57,2023,104,95,4,9.22941176470588,46.8921568627451,"South Delta"
57,2024,202,165,13,8.94425287356322,52.2816091954023,"South Delta"
57,2025,15,14,6,9.35333333333333,47.2,"South Delta"
59,1974,2036,1717,42,10.0348231827112,NA,"Southwest"
59,1984,1332,1007,41,8.61276276276276,62.3577817531306,"Southwest"
59,1991,1985,1615,53,9.00866498740554,65.3036480686695,"Southwest"
59,2001,413,320,31,7.32203389830508,43.2627737226277,"Southwest"
59,2002,463,361,40,8.2880777537797,50.5723542116631,"Southwest"
59,2003,453,369,29,7.16618101545254,44.9977924944812,"Southwest"
59,2004,421,346,30,7.49399049881235,40.8527315914489,"Southwest"
59,2005,387,272,38,7.85514211886305,48.3540051679587,"Southwest"
59,2009,304,292,28,6.95759868421053,46.2039473684211,"Southwest"
59,2010,485,406,32,7.16835051546392,44.1594202898551,"Southwest"
59,2011,295,243,29,7.72474576271186,49.8067796610169,"Southwest"
59,2012,335,284,24,7.01243076923077,46.12,"Southwest"
59,2013,407,301,31,6.42788697788698,41.9975124378109,"Southwest"
59,2014,493,350,27,7.38936344969199,47.006160164271,"Southwest"
59,2015,334,228,31,7.02581325301205,45.1144578313253,"Southwest"
59,2016,466,278,33,7.61609813084112,51.8528037383178,"Southwest"
59,2017,318,206,29,7.48812080536913,48.4664429530201,"Southwest"
59,2018,301,231,29,7.66906976744186,51.8604651162791,"Southwest"
59,2019,602,383,25,7.13237936772047,46.4209650582363,"Southwest"
59,2020,400,262,34,6.66179775280899,44.3670411985019,"Southwest"
59,2021,444,255,24,8.11584905660377,54.577358490566,"Southwest"
59,2022,329,302,32,7.94183006535948,51.1470588235294,"Southwest"
59,2023,284,252,27,7.39348659003831,45.6934865900383,"Southwest"
59,2024,340,195,27,8.56746411483254,59.6459330143541,"Southwest"
59,2025,338,222,37,7.98064516129032,53.7016129032258,"Southwest"
61,1974,1475,1341,39,7.73823728813559,NA,"Northwest"
61,1984,951,629,37,7.89737118822292,69.4739454094293,"Northwest"
61,1991,1362,1192,42,8.61872246696035,71.1796246648794,"Northwest"
61,2001,296,226,24,7.42675675675676,48.4915254237288,"Northwest"
61,2002,255,193,21,10.3623529411765,60.678431372549,"Northwest"
61,2003,255,225,22,6.42,44.4313725490196,"Northwest"
61,2004,297,214,20,8.39747474747475,54.4814814814815,"Northwest"
61,2005,382,293,34,8.32981627296588,51.8582677165354,"Northwest"
61,2009,289,278,24,6.4898615916955,42.5501730103806,"Northwest"
61,2010,207,164,23,8.07531400966184,53.9130434782609,"Northwest"
61,2011,151,119,13,6.25933774834437,38.4137931034483,"Northwest"
61,2012,289,257,25,7.79249134948097,53.7118055555556,"Northwest"
61,2013,236,115,22,6.63593220338983,46.4340425531915,"Northwest"
61,2014,232,164,20,6.66138528138528,46.5497835497835,"Northwest"
61,2015,288,184,25,7.14569444444444,47.2777777777778,"Northwest"
61,2016,180,102,19,7.68235668789809,52.3057324840764,"Northwest"
61,2017,124,49,18,7.13808510638298,43.4893617021277,"Northwest"
61,2018,283,195,22,7.30578358208955,51.1567164179104,"Northwest"
61,2019,485,233,28,7.4166004415011,49.7748344370861,"Northwest"
61,2020,192,138,21,7.28611111111111,50.4930555555556,"Northwest"
61,2021,219,103,21,6.53771929824561,46.2017543859649,"Northwest"
61,2022,245,168,22,8.08953488372093,53.1744186046512,"Northwest"
61,2023,187,177,19,7.44611111111111,46.95,"Northwest"
61,2024,171,122,22,7.27734375,46.9140625,"Northwest"
61,2025,284,217,22,6.80133928571429,50.2723214285714,"Northwest"
63,1974,2275,1569,37,12.0448791208791,NA,"Southeast"
63,1984,1319,1078,41,9.41364670204701,62.6339031339031,"Southeast"
63,1991,2100,1757,46,10.5075238095238,66.6604057099925,"Southeast"
63,2001,481,412,29,9.73881496881497,54.6113445378151,"Southeast"
63,2002,370,275,31,8.08786486486487,51.2513513513514,"Southeast"
63,2003,391,231,27,8.45391304347826,52.0466321243523,"Southeast"
63,2004,557,467,36,10.0854578096948,55.524236983842,"Southeast"
63,2005,442,371,20,8.87972850678733,53.0294117647059,"Southeast"
63,2008,31,30,9,6.39032258064516,45.2903225806452,"Southeast"
63,2009,367,328,29,7.75408719346049,47.9318801089918,"Southeast"
63,2010,242,182,20,7.98685950413223,54.1701244813278,"Southeast"
63,2011,333,231,26,8.37408408408408,50.2822822822823,"Southeast"
63,2012,241,207,21,7.06373443983402,47.1924686192469,"Southeast"
63,2013,363,260,20,8.32160220994475,54.3149171270718,"Southeast"
63,2014,328,197,30,8.93409266409267,49.0965250965251,"Southeast"
63,2015,338,150,20,7.67642361111111,49.0416666666667,"Southeast"
63,2016,313,194,23,8.22587412587413,53.8041958041958,"Southeast"
63,2017,291,265,23,7.50453608247423,46.426116838488,"Southeast"
63,2018,337,221,29,8.07846645367412,51.2172523961661,"Southeast"
63,2019,240,99,15,8.60766839378238,55.0984455958549,"Southeast"
63,2020,374,240,21,8.87154471544715,54.9756097560976,"Southeast"
63,2021,260,167,26,8.60655737704918,50.551912568306,"Southeast"
63,2022,223,132,16,6.7469387755102,40.9455782312925,"Southeast"
63,2023,399,281,26,8.07993421052632,49.9539473684211,"Southeast"
63,2024,132,18,14,9.46666666666667,55.4444444444444,"Southeast"
63,2025,189,100,24,7.68347107438017,49.9173553719008,"Southeast"
65,1974,984,696,23,12.5194105691057,NA,"North Delta"
65,1984,459,266,22,11.7869281045752,71.5044642857143,"North Delta"
65,1991,561,494,25,12.0333333333333,74.0552763819096,"North Delta"
65,2001,185,158,19,10.8006486486486,57.9130434782609,"North Delta"
65,2002,24,8,9,14.3054166666667,77.9565217391304,"North Delta"
65,2003,72,65,12,11.7544444444444,67.3055555555556,"North Delta"
65,2004,176,161,23,9.86488636363636,56.4602272727273,"North Delta"
65,2005,96,79,11,10.42875,60.5833333333333,"North Delta"
65,2008,75,69,15,8.99866666666667,55.04,"North Delta"
65,2009,92,74,13,9.76510869565217,63.4347826086956,"North Delta"
65,2010,127,118,14,8.1048031496063,47.1102362204724,"North Delta"
65,2011,85,71,16,9.77905882352941,59.0117647058824,"North Delta"
65,2012,98,81,17,9.83765306122449,55.9183673469388,"North Delta"
65,2013,125,109,17,7.41024,48.4838709677419,"North Delta"
65,2014,115,78,19,8.91939130434783,54.5565217391304,"North Delta"
65,2015,69,52,11,7.21161764705882,47.7941176470588,"North Delta"
65,2016,158,124,17,9.00089743589744,52.5064102564103,"North Delta"
65,2017,67,57,12,7.3034328358209,44.7462686567164,"North Delta"
65,2018,34,19,10,9.53545454545455,54.5757575757576,"North Delta"
65,2019,151,114,20,10.099527027027,60.3310810810811,"North Delta"
65,2020,199,172,20,8.6854748603352,56.8994413407821,"North Delta"
65,2021,125,107,20,7.53727272727273,48.7272727272727,"North Delta"
65,2022,69,59,12,8.04193548387097,55,"North Delta"
65,2023,126,107,15,7.99380530973451,47.3008849557522,"North Delta"
65,2024,83,63,11,10.2611940298507,58.3134328358209,"North Delta"
65,2025,77,62,18,9.40285714285714,53.3,"North Delta"
67,1974,1513,1063,38,10.7521480502313,NA,"North Delta"
67,1984,748,522,40,9.31751336898396,65.8618618618619,"North Delta"
67,1991,1032,879,43,10.5434108527132,68.3269841269841,"North Delta"
67,2001,320,231,28,9.9213125,56.1075949367089,"North Delta"
67,2002,166,125,27,10.5462048192771,56.2317073170732,"North Delta"
67,2003,214,174,19,9.3642523364486,56.5794392523364,"North Delta"
67,2004,165,101,26,10.8789090909091,61.5125,"North Delta"
67,2005,177,156,23,9.66943502824859,58.3276836158192,"North Delta"
67,2008,2,2,2,6.2,25,"North Delta"
67,2009,138,112,17,6.78065217391304,39.7445255474453,"North Delta"
67,2010,185,161,19,7.05158469945355,41.6744186046512,"North Delta"
67,2011,401,276,30,8.1526433915212,47.1167512690355,"North Delta"
67,2012,220,171,25,6.56422727272727,42.2191780821918,"North Delta"
67,2013,169,128,19,9.64615384615385,59.9289940828402,"North Delta"
67,2014,171,146,19,7.08017857142857,40.6964285714286,"North Delta"
67,2015,181,152,19,6.7535593220339,49.0677966101695,"North Delta"
67,2016,187,154,21,7.47956989247312,49.8118279569892,"North Delta"
67,2017,275,172,23,8.2208,47.1454545454545,"North Delta"
67,2018,153,127,20,8.11071895424837,45.4771241830065,"North Delta"
67,2019,403,247,27,7.03244094488189,43.7900262467192,"North Delta"
67,2020,288,239,26,8.77590361445783,57.3012048192771,"North Delta"
67,2021,194,160,18,8.45730994152047,52.3216374269006,"North Delta"
67,2022,241,184,20,7.01489361702128,51.1702127659574,"North Delta"
67,2023,236,188,20,8.55219512195122,53.0146341463415,"North Delta"
67,2024,192,143,19,7.93939393939394,57.3272727272727,"North Delta"
67,2025,154,128,22,8.79857142857143,52.4,"North Delta"
69,1974,3678,3087,53,8.99507884719957,NA,"Southwest"
69,1984,2277,1640,53,7.81892841458059,64.2389189189189,"Southwest"
69,1991,3534,3024,67,8.48559705715903,68.2121896162528,"Southwest"
69,2001,994,854,49,9.04622736418511,55.0523138832998,"Southwest"
69,2002,804,728,32,8.20610696517413,49.9116915422886,"Southwest"
69,2003,882,782,42,8.23722222222222,54.6712172923777,"Southwest"
69,2004,1002,873,45,7.83735528942116,46.1546906187625,"Southwest"
69,2005,616,500,40,9.30027597402597,54.9154471544715,"Southwest"
69,2008,9,9,6,6.12222222222222,38.4444444444444,"Southwest"
69,2009,768,467,37,7.25197916666667,47.3228758169935,"Southwest"
69,2010,613,418,42,8.60251223491028,52.5,"Southwest"
69,2011,524,407,39,7.90593511450382,50.8358778625954,"Southwest"
69,2012,765,543,45,7.46602614379085,51.7088274044796,"Southwest"
69,2013,377,278,40,8.53184,54.4251336898396,"Southwest"
69,2014,531,361,32,7.94372400756144,50.2136105860113,"Southwest"
69,2015,362,262,35,8.10699140401146,52.0601719197708,"Southwest"
69,2016,595,502,43,7.86913344887348,50.0623916811092,"Southwest"
69,2017,559,409,40,8.18360861759425,52.1274685816876,"Southwest"
69,2018,613,385,38,7.53633387888707,50.9836333878887,"Southwest"
