"year","plot","diameter","height","species","status"
2024,12,1,21,"Ilex opaca",1
2024,23,1.5,13,"Ilex opaca",1
2024,43,6.8,39,"Ilex opaca",1
2024,43,7.7,53,"Ulmus americana",1
2024,43,5.1,42,"Ulmus americana",1
2024,22,1.8,25,"Ulmus americana",1
2024,22,NA,NA,"Ilex opaca",2
2024,22,1.1,14,"Ilex opaca",1
2024,22,1.2,23,"Ilex opaca",1
2024,22,1.2,14,"Ilex opaca",1
2024,22,1.2,18,"Ilex opaca",1
2024,22,2.2,20,"Ilex opaca",1
2024,22,1,15,"Ilex opaca",1
2024,22,1,13,"Ilex opaca",1
2024,22,2,17,"Ilex opaca",1
2024,22,1.2,13,"Ilex opaca",1
2024,22,1,10,"Ilex opaca",1
2024,22,1.2,12,"Ilex opaca",1
2024,25,NA,NA,"Ilex opaca",2
2024,31,5.6,40,"Ilex opaca",1
2024,31,1.6,20,"Ilex opaca",1
2024,1,1.2,9,"Ilex opaca",1
2024,3,9.1,48,"Ilex opaca",1
2024,3,2.2,17,"Ilex opaca",1
2024,58,1.6,13,"Ilex opaca",1
2024,67,1.7,14,"Ilex opaca",1
2024,16,1.2,19,"Ilex opaca",2
2024,20,10.2,79,"Ulmus americana",1
2024,20,4.3,35,"Ulmus americana",1
2024,20,10.4,65,"Quercus texana",1
2024,20,6,50,"Ulmus americana",1
2024,20,17.2,83,"Ulmus americana",1
2024,39,8.9,41,"Ulmus americana",1
2024,39,6.3,34,"Ulmus americana",1
2024,18,17.9,99,"Quercus texana",1
2024,27,7.5,40,"Ilex opaca",1
2024,27,1,17,"Ilex opaca",1
2024,27,2.1,19,"Ilex opaca",1
2024,27,2.7,29,"Ilex opaca",1
2024,27,1.5,18,"Ilex opaca",1
2024,27,2.5,28,"Ilex opaca",1
2024,27,2.7,27,"Ilex opaca",1
2024,27,2.1,22,"Ilex opaca",1
2024,75,NA,NA,"Ulmus americana",2
2024,19,11.5,69,"Quercus texana",1
2024,19,6.2,61,"Quercus texana",1
2024,19,6.6,61,"Quercus texana",2
2024,19,8.9,74,"Quercus texana",1
2024,19,6.9,43,"Quercus texana",1
2024,19,7.4,51,"Quercus texana",1
2024,19,5.3,51,"Quercus texana",1
2024,19,13.6,78,"Quercus texana",1
2024,19,5.7,51,"Quercus texana",1
2024,19,5.2,35,"Quercus texana",2
2024,21,6.5,45,"Ilex opaca",2
2024,21,1.4,13,"Ilex opaca",2
2024,21,1.6,16,"Ilex opaca",2
2024,21,6.2,47,"Ilex opaca",2
2024,42,1.7,20,"Ilex opaca",1
2024,8,2.2,20,"Quercus texana",1
2024,18,1.6,15,"Ilex opaca",1
2024,18,1.3,14,"Ilex opaca",1
2024,18,5,44,"Ulmus americana",1
2024,24,3.3,22,"Ilex opaca",1
2024,24,3.1,21,"Ilex opaca",1
2024,24,NA,NA,"Ulmus americana",2
2024,50,1,11,"Ilex opaca",1
2024,50,1,11,"Ilex opaca",1
2024,50,NA,NA,"Ilex opaca",2
2024,56,1.7,17,"Ilex opaca",1
2024,61,2.4,28,"Ilex opaca",1
2024,61,9.3,56,"Ulmus americana",1
2024,61,5.5,36,"Ilex opaca",2
2024,61,1,9,"Ilex opaca",1
2024,61,2.8,25,"Ilex opaca",1
2024,61,NA,NA,"Ilex opaca",2
2024,61,2.9,28,"Ilex opaca",1
2024,61,3.8,28,"Ilex opaca",1
2024,64,1.1,15,"Ilex opaca",1
2024,5,5.1,45,"Ilex opaca",1
2024,29,NA,NA,"Ulmus americana",0
2024,40,4,27,"Ilex opaca",1
2024,40,3.9,32,"Ilex opaca",1
2024,5,5.1,37,"Ilex opaca",1
2024,49,NA,NA,"Ilex opaca",2
2024,12,5.5,37,"Ulmus americana",1
2024,12,5.5,43,"Ulmus americana",1
2024,12,5,50,"Ulmus americana",1
2024,12,1.7,17,"Ulmus americana",1
2024,12,1.3,12,"Ulmus americana",1
2024,12,3.9,39,"Ulmus americana",1
2024,12,1.6,16,"Ulmus americana",1
2024,30,1.3,21,"Ulmus americana",1
2024,37,2.3,26,"Ulmus americana",1
2024,37,5.5,31,"Ulmus americana",1
2024,49,13.3,66,"Ulmus americana",1
2024,49,7.4,59,"Ulmus americana",1
2024,49,9.4,65,"Ulmus americana",1
2024,54,5.1,43,"Ulmus americana",1
2024,54,5,41,"Ulmus americana",1
2024,54,1,15,"Ulmus americana",1
2024,54,5.5,43,"Ulmus americana",1
2024,55,NA,NA,"Ulmus americana",0
2024,5,16.9,64,"Quercus texana",1
2024,5,NA,NA,"Quercus texana",2
2024,16,8.4,49,"Ilex opaca",1
2024,16,1.4,12,"Ilex opaca",1
2024,16,1.3,9,"Ilex opaca",1
2024,16,1.2,12,"Ilex opaca",1
2024,16,9.5,52,"Ilex opaca",1
2024,16,6.8,50,"Ilex opaca",1
2024,16,5.5,47,"Ilex opaca",1
2024,18,1.4,19,"Ilex opaca",1
2024,18,1,14,"Ilex opaca",1
2024,30,1.3,15,"Ilex opaca",1
2024,33,1.2,13,"Ilex opaca",1
2024,42,5.3,60,"Ulmus americana",1
2024,44,1.2,14,"Ilex opaca",1
2024,44,1,14,"Ilex opaca",1
2024,5,5,46,"Ulmus americana",1
2024,5,6.1,62,"Ulmus americana",1
2024,20,15.8,79,"Ulmus americana",1
2024,38,NA,NA,"Ulmus americana",2
2024,38,NA,NA,"Ulmus americana",2
2024,38,NA,NA,"Ulmus americana",2
2024,40,1,20,"Ulmus americana",1
2024,40,1.3,21,"Ulmus americana",1
2024,46,6,52,"Ulmus americana",1
2024,46,5.7,45,"Ulmus americana",1
2024,46,8.2,59,"Ulmus americana",1
2024,47,7.7,55,"Ulmus americana",1
2024,47,17.3,101,"Ulmus americana",1
2024,47,10.2,50,"Ulmus americana",1
2024,47,3.2,37,"Ulmus americana",1
2024,47,11.3,66,"Ulmus americana",1
2024,47,6,57,"Ulmus americana",1
2024,95,5.2,41,"Ilex opaca",1
2024,95,1.7,22,"Ilex opaca",1
2024,95,1.8,15,"Ilex opaca",1
2024,95,6.5,40,"Ilex opaca",1
2024,10,NA,NA,"Ilex opaca",2
2024,10,NA,NA,"Ilex opaca",2
2024,10,NA,NA,"Ilex opaca",2
2024,10,1.3,8,"Ilex opaca",1
2024,10,NA,NA,"Ilex opaca",2
2024,10,NA,NA,"Ilex opaca",2
2024,26,6.7,30,"Ilex opaca",1
2024,40,5,29,"Ilex opaca",1
2024,43,6.5,40,"Ilex opaca",2
2024,36,12.6,55,"Quercus texana",1
2024,36,13.3,52,"Quercus texana",1
2024,36,10.4,42,"Quercus texana",1
2024,36,12.2,53,"Quercus texana",2
2024,36,9.5,51,"Quercus texana",1
2024,36,8.4,42,"Quercus texana",1
2024,3,1.3,13,"Ilex opaca",1
2024,14,7,45,"Ulmus americana",1
2024,7,11.8,64,"Quercus texana",1
2024,11,2,22,"Ilex opaca",1
2024,43,3.9,34,"Ulmus americana",1
2024,47,2.4,34,"Ulmus americana",1
2024,47,2,32,"Ulmus americana",1
2024,110,NA,NA,"Ilex opaca",2
2025,2,10.3,54,"Ulmus americana",1
2025,31,11,58,"Ulmus americana",1
2025,31,12.2,65,"Ulmus americana",1
2025,31,NA,NA,"Ulmus americana",2
2025,31,19,91,"Quercus texana",1
2025,50,8.3,60,"Quercus texana",1
2025,50,8.5,56,"Quercus texana",2
2025,12,8.5,31,"Quercus texana",1
2025,12,8.6,37,"Quercus texana",1
2025,12,6.2,32,"Quercus texana",1
2025,12,1.9,21,"Ulmus americana",1
2025,13,8.7,67,"Ulmus americana",1
2025,34,16.8,82,"Quercus texana",2
2025,29,9.7,65,"Quercus texana",1
2025,29,17.5,79,"Quercus texana",1
2025,4,6.3,51,"Quercus texana",1
2025,4,6.2,49,"Quercus texana",1
2025,4,9,54,"Quercus texana",1
2025,4,6.7,50,"Quercus texana",1
2025,4,5.9,53,"Quercus texana",1
2025,4,5.6,50,"Quercus texana",1
2025,4,5.1,50,"Quercus texana",1
2025,4,5.5,49,"Quercus texana",1
2025,4,5.2,54,"Quercus texana",1
2025,19,6.7,39,"Quercus texana",1
2025,19,5.4,32,"Quercus texana",1
2025,19,17.3,61,"Quercus texana",1
2025,19,4.9,38,"Quercus texana",1
2025,19,8.5,61,"Quercus texana",1
2025,19,8,59,"Quercus texana",1
2025,35,10.1,61,"Quercus texana",1
2025,35,NA,NA,"Quercus texana",2
2025,35,10.1,62,"Quercus texana",1
2025,35,7.5,55,"Quercus texana",1
2025,35,6,50,"Quercus texana",1
2025,35,8.7,62,"Quercus texana",1
2025,35,9.4,71,"Quercus texana",1
2025,42,5.2,31,"Ulmus americana",1
2025,42,8.5,44,"Quercus texana",1
2025,42,8.6,42,"Quercus texana",1
2025,42,6.7,40,"Quercus texana",1
2025,42,5.4,32,"Quercus texana",1
2025,42,6,29,"Quercus texana",1
2025,42,6.9,37,"Quercus texana",1
2025,42,5.1,29,"Quercus texana",1
2025,6,5.3,38,"Quercus texana",1
2025,6,6,38,"Quercus texana",2
2025,6,5.5,38,"Quercus texana",1
2025,6,7.8,38,"Quercus texana",1
2025,6,7.4,41,"Quercus texana",1
2025,6,7.5,41,"Quercus texana",1
2025,6,6.4,40,"Quercus texana",1
2025,15,5.5,44,"Quercus texana",1
2025,15,6.2,40,"Quercus texana",1
2025,15,5.8,48,"Quercus texana",1
2025,18,3.5,29,"Ulmus americana",1
2025,24,9.5,59,"Ulmus americana",1
2025,2,6.1,52,"Ulmus americana",1
2025,2,5.2,42,"Ulmus americana",1
2025,2,3.3,35,"Ulmus americana",1
2025,2,2.6,38,"Ulmus americana",1
2025,2,1.4,13,"Ulmus americana",1
2025,3,16.7,76,"Ulmus americana",1
2025,3,1.7,22,"Ulmus americana",2
2025,3,3.5,36,"Ulmus americana",1
2025,3,5.1,49,"Ulmus americana",1
2025,3,13,72,"Ulmus americana",1
2025,3,13.2,70,"Ulmus americana",1
2025,10,15.9,70,"Quercus texana",1
2025,10,10.2,48,"Quercus texana",1
2025,10,10,54,"Quercus texana",1
2025,10,8.3,44,"Quercus texana",1
2025,10,7.7,42,"Quercus texana",1
2025,10,5.4,35,"Quercus texana",1
2025,10,8.5,52,"Quercus texana",2
2025,25,NA,NA,"Quercus texana",0
2025,25,NA,NA,"Quercus texana",0
2025,32,NA,NA,"Quercus texana",2
2025,39,1.7,20,"Ulmus americana",1
2025,55,16,88,"Quercus texana",1
2025,55,24,83,"Quercus texana",1
2025,55,17.1,102,"Quercus texana",1
2025,55,5.2,58,"Ulmus americana",1
2025,55,6.4,69,"Ulmus americana",1
2025,55,20.4,98,"Quercus texana",1
2025,40,3.5,45,"Ulmus americana",1
2025,40,NA,NA,"Ulmus americana",2
2025,40,11.3,71,"Quercus texana",1
2025,50,8.8,63,"Quercus texana",1
2025,1,21.5,82,"Quercus texana",1
2025,1,14.2,79,"Quercus texana",1
2025,1,21.4,81,"Quercus texana",1
2025,1,5.6,51,"Quercus texana",1
2025,24,17.4,83,"Quercus texana",1
2025,24,5,58,"Ulmus americana",1
2025,24,10.2,73,"Ulmus americana",1
2025,24,15,83,"Ulmus americana",1
2025,24,5.4,52,"Ulmus americana",1
2025,24,5.7,42,"Ulmus americana",1
2025,29,8.5,48,"Ulmus americana",1
2025,29,1.9,23,"Ulmus americana",1
2025,29,5.8,31,"Quercus texana",2
2025,29,5.9,44,"Ulmus americana",1
2025,29,18,78,"Quercus texana",1
2025,29,5.1,35,"Ulmus americana",1
2025,8,10.3,61,"Ulmus americana",1
2025,8,12.2,65,"Ulmus americana",2
2025,8,22,89,"Quercus texana",1
2025,24,NA,NA,"Ulmus americana",0
2025,24,NA,NA,"Ulmus americana",0
2025,24,NA,NA,"Ulmus americana",0
2025,24,NA,NA,"Ulmus americana",0
2025,24,NA,NA,"Ulmus americana",0
2025,24,NA,NA,"Ulmus americana",0
2025,24,NA,NA,"Ulmus americana",0
2025,3,6.2,56,"Quercus texana",1
2025,3,4.1,31,"Quercus texana",1
2025,3,NA,NA,"Quercus texana",2
2025,3,7.3,46,"Quercus texana",1
2025,3,8,54,"Quercus texana",1
2025,3,7.5,61,"Quercus texana",1
2025,3,9,67,"Quercus texana",1
2025,3,8.9,59,"Quercus texana",1
2025,3,11.8,66,"Quercus texana",1
2025,3,8.9,63,"Quercus texana",1
2025,3,1.4,13,"Quercus texana",1
2025,3,7.1,51,"Quercus texana",1
2025,3,7.1,58,"Quercus texana",1
2025,3,18.3,82,"Ulmus americana",2
2025,3,14.7,57,"Ulmus americana",1
2025,1,15.3,74,"Quercus texana",1
2025,42,18,82,"Quercus texana",1
2025,42,12.3,60,"Quercus texana",1
2025,42,29,105,"Quercus texana",1
2025,42,12.7,72,"Quercus texana",1
2025,42,18.5,76,"Quercus texana",1
2025,42,2,23,"Ulmus americana",1
2025,42,5.4,42,"Ulmus americana",1
2025,42,8.7,54,"Ulmus americana",1
2025,42,5.7,47,"Quercus texana",1
2025,12,2,16,"Ulmus americana",1
2025,12,6.9,62,"Ulmus americana",1
2025,12,9,56,"Ulmus americana",1
2025,12,1.4,24,"Ulmus americana",1
2025,12,11.7,73,"Ulmus americana",1
2025,12,6.5,57,"Ulmus americana",1
2025,12,5.5,49,"Ulmus americana",1
2025,15,8.4,42,"Ulmus americana",1
2025,15,8,48,"Ulmus americana",1
2025,15,5.4,42,"Ulmus americana",1
2025,15,2.5,28,"Ulmus americana",1
2025,19,13.9,66,"Ulmus americana",1
2025,19,9.7,53,"Ulmus americana",1
2025,19,2.8,31,"Ulmus americana",1
2025,19,1.5,15,"Ulmus americana",1
2025,19,21.7,80,"Ulmus americana",1
2025,19,12,62,"Ulmus americana",1
2025,19,5.6,50,"Ulmus americana",1
2025,19,10.2,64,"Ulmus americana",1
2025,21,7.1,48,"Ulmus americana",1
2025,21,9.2,55,"Ulmus americana",1
2025,21,NA,NA,"Ulmus americana",2
2025,21,5.2,33,"Ulmus americana",1
2025,21,5,48,"Ulmus americana",1
2025,21,6.7,52,"Ulmus americana",1
2025,31,9.8,66,"Ulmus americana",1
2025,1,11.9,62,"Ulmus americana",1
2025,1,6.7,61,"Ulmus americana",1
2025,1,10.1,54,"Ulmus americana",1
2025,1,6.7,49,"Ulmus americana",1
2025,1,6.2,43,"Quercus texana",1
2025,89,7.7,68,"Ulmus americana",2
2025,89,7.4,67,"Ulmus americana",2
2025,89,NA,NA,"Ulmus americana",2
2025,89,5.5,38,"Ulmus americana",1
2025,89,4.3,45,"Ulmus americana",1
2025,89,2,22,"Ulmus americana",1
2025,89,2.5,27,"Ulmus americana",1
2025,89,NA,NA,"Ulmus americana",2
2025,10,25.4,80,"Quercus texana",1
2025,10,11.2,81,"Quercus texana",1
2025,10,8.6,58,"Ulmus americana",1
2025,10,9.3,71,"Quercus texana",1
2025,5,NA,NA,"Ilex opaca",0
2025,5,NA,NA,"Ilex opaca",0
2025,5,NA,NA,"Ilex opaca",0
2025,14,3.8,28,"Ilex opaca",1
2025,14,2.3,23,"Ilex opaca",1
2025,18,6.5,50,"Ilex opaca",1
2025,18,1.8,18,"Ilex opaca",1
2025,21,1.3,15,"Ilex opaca",1
2025,21,1.6,12,"Ilex opaca",1
2025,24,1.4,15,"Ilex opaca",1
2025,30,1.9,17,"Ilex opaca",1
2025,30,6.1,47,"Ilex opaca",1
2025,19,5.5,38,"Ilex opaca",1
2025,34,NA,NA,"Ilex opaca",2
2025,34,NA,NA,"Ilex opaca",2
2025,34,NA,NA,"Ilex opaca",2
2025,34,NA,NA,"Ilex opaca",2
2025,34,NA,NA,"Ilex opaca",2
2025,34,NA,NA,"Ilex opaca",2
2025,34,NA,NA,"Ilex opaca",2
2025,34,NA,NA,"Ilex opaca",2
2025,34,NA,NA,"Ilex opaca",2
2025,47,5.5,40,"Ulmus americana",1
2025,47,1.2,20,"Ilex opaca",1
2025,47,7.8,51,"Ilex opaca",1
2025,47,5.9,47,"Ilex opaca",1
2025,64,1,16,"Ilex opaca",1
2025,125,NA,NA,"Ilex opaca",2
2025,22,6.6,45,"Quercus texana",1
2025,22,5.8,52,"Quercus texana",1
2025,22,5.9,55,"Quercus texana",1
2025,22,11.6,64,"Quercus texana",2
2025,22,6.4,46,"Quercus texana",1
2025,22,7.9,59,"Quercus texana",1
2025,22,5.2,43,"Ulmus americana",1
2025,22,5.8,40,"Ulmus americana",1
2025,22,1.1,11,"Ilex opaca",2
2025,31,5.9,41,"Quercus texana",2
2025,31,11.5,90,"Quercus texana",1
2025,31,12.3,80,"Quercus texana",1
2025,31,7,58,"Quercus texana",1
2025,31,8.7,53,"Quercus texana",1
2025,31,7.2,53,"Quercus texana",2
2025,31,8.4,54,"Quercus texana",2
2025,31,5.4,55,"Quercus texana",2
2025,31,7.5,52,"Quercus texana",2
2025,31,7.2,62,"Quercus texana",1
2025,8,7,45,"Ilex opaca",1
2025,8,NA,NA,"Ilex opaca",2
2025,8,5.1,32,"Ilex opaca",1
2025,8,6.7,37,"Ilex opaca",1
2025,8,3.8,35,"Ilex opaca",1
2025,8,1.2,15,"Ilex opaca",1
2025,8,5.6,40,"Ilex opaca",1
2025,8,8.6,52,"Ilex opaca",1
2025,8,NA,NA,"Ilex opaca",2
2025,8,5.6,46,"Ilex opaca",1
2025,8,5,31,"Ilex opaca",1
2025,8,4.4,38,"Ilex opaca",1
2025,8,3.7,33,"Ilex opaca",1
2025,8,5.2,43,"Ilex opaca",1
2025,8,6.4,48,"Ilex opaca",1
2025,8,7,50,"Ilex opaca",1
2025,25,6.7,57,"Quercus texana",1
2025,25,6.3,56,"Quercus texana",1
2025,25,8,69,"Quercus texana",1
2025,33,3.1,30,"Ilex opaca",1
2025,33,1.6,21,"Ilex opaca",1
2025,33,1.6,27,"Ilex opaca",1
2025,33,1.1,16,"Ilex opaca",2
2025,33,1.8,26,"Ilex opaca",1
2025,33,5,38,"Ilex opaca",1
2025,36,1.2,14,"Ilex opaca",1
2025,36,7.3,50,"Ilex opaca",1
2025,36,2.8,32,"Ilex opaca",1
2025,36,2.1,32,"Ilex opaca",1
2025,36,NA,NA,"Ilex opaca",2
2025,36,1,10,"Ilex opaca",1
2025,71,27.8,98,"Quercus texana",1
2025,71,20.4,94,"Quercus texana",1
2025,6,2.1,19,"Ilex opaca",1
2025,54,13.3,64,"Ulmus americana",1
2025,54,8.2,52,"Ulmus americana",2
2025,54,NA,NA,"Ulmus americana",2
2025,54,19.2,81,"Ulmus americana",1
2025,56,6.9,50,"Ulmus americana",1
2025,56,5.7,58,"Ulmus americana",1
2025,68,8.6,50,"Ulmus americana",1
2025,2,1.9,12,"Ilex opaca",1
2025,9,NA,NA,"Ilex opaca",0
2025,47,2.5,18,"Ilex opaca",1
2025,47,3.5,26,"Ilex opaca",1
2025,54,5.3,51,"Ilex opaca",1
2025,54,4.8,32,"Ilex opaca",1
2025,54,6.7,39,"Ilex opaca",1
2025,70,1.4,15,"Ilex opaca",1
2025,70,1.1,14,"Ilex opaca",1
2025,70,1.9,20,"Ilex opaca",1
2025,73,NA,NA,"Ilex opaca",2
2025,73,NA,NA,"Ilex opaca",2
2025,73,1,15,"Ilex opaca",1
2025,81,1.2,10,"Ilex opaca",1
2025,89,5.1,38,"Ilex opaca",1
2025,6,NA,NA,"Ulmus americana",0
2025,20,NA,NA,"Quercus texana",0
2025,20,NA,NA,"Quercus texana",0
2025,20,NA,NA,"Quercus texana",0
2025,26,NA,NA,"Ulmus americana",0
2025,5,15.4,69,"Quercus texana",1
2025,49,5.9,40,"Ilex opaca",1
2025,68,2.7,23,"Ilex opaca",1
2025,68,5,38,"Ilex opaca",1
2025,68,5.4,41,"Ilex opaca",1
2025,39,NA,NA,"Ulmus americana",2
2025,29,2.7,15,"Ilex opaca",1
2025,8,6.2,40,"Ilex opaca",1
2025,8,5.1,44,"Ilex opaca",1
2025,35,5.7,41,"Ilex opaca",1
2025,42,3,33,"Ilex opaca",1
2025,42,2.4,26,"Ilex opaca",1
2025,42,5.2,39,"Ilex opaca",1
2025,42,6.7,48,"Ilex opaca",1
2025,42,6.1,48,"Ilex opaca",1
2025,42,5,39,"Ilex opaca",1
2025,42,6.6,41,"Ilex opaca",1
2025,42,5.1,41,"Ilex opaca",1
2025,99,4.3,28,"Ilex opaca",1
2025,5,6.7,47,"Ulmus americana",1
2025,8,13.6,64,"Ulmus americana",1
2025,10,6.7,57,"Ulmus americana",1
2025,10,8.7,53,"Ulmus americana",1
2025,10,7.7,64,"Ulmus americana",1
2025,10,18,71,"Ulmus americana",1
2025,10,5.8,45,"Ulmus americana",1
2025,58,19.4,92,"Ulmus americana",1
2025,58,7.4,20,"Ulmus americana",2
2025,58,11.8,56,"Ulmus americana",1
2025,28,5.7,45,"Ulmus americana",1
2025,28,11.8,89,"Ulmus americana",1
2025,32,1.4,14,"Ilex opaca",1
2025,38,2.3,21,"Ilex opaca",1
2025,38,1.7,18,"Ilex opaca",1
2025,38,1.7,21,"Ilex opaca",1
2025,40,1.7,13,"Ilex opaca",1
2025,47,1.6,19,"Ilex opaca",1
2025,48,5.1,32,"Ilex opaca",1
2025,48,6.4,45,"Ilex opaca",1
2025,48,7.2,44,"Ilex opaca",1
2025,48,1.4,16,"Ilex opaca",1
2025,48,1.1,14,"Ilex opaca",1
2025,27,9.3,44,"Ulmus americana",1
2025,1,1.3,11,"Ilex opaca",1
2025,13,9.9,73,"Ulmus americana",1
2025,13,7.9,58,"Ulmus americana",1
2025,13,9.8,78,"Ulmus americana",1
2025,13,5.4,56,"Ulmus americana",1
2025,13,5.7,49,"Ulmus americana",1
2025,13,NA,NA,"Ulmus americana",2
2025,13,5,30,"Ilex opaca",1
2025,13,5.5,42,"Ulmus americana",1
2025,14,3.9,34,"Ilex opaca",1
2025,19,12.5,76,"Ilex opaca",1
2025,19,8.7,56,"Ilex opaca",1
2025,29,1.1,11,"Ilex opaca",1
2025,32,4,34,"Ilex opaca",1
2025,9,1.8,21,"Ilex opaca",1
2025,9,2.4,22,"Ilex opaca",1
2025,18,2.5,25,"Ilex opaca",1
2025,6,15.9,69,"Ulmus americana",2
2025,6,5,37,"Ulmus americana",1
2025,11,7.3,61,"Ilex opaca",1
2025,11,5.2,41,"Ilex opaca",1
2025,11,5.6,48,"Ilex opaca",1
2025,11,6.4,46,"Ilex opaca",1
2025,11,5.4,13,"Ilex opaca",1
2025,15,1.1,14,"Ilex opaca",1
2025,15,1.4,14,"Ilex opaca",1
2025,15,2.6,19,"Ilex opaca",1
2025,15,2,13,"Ilex opaca",1
2025,2,1.2,13,"Ilex opaca",1
2025,39,NA,NA,"Quercus texana",2
2025,39,8.7,43,"Quercus texana",1
2025,42,7.7,63,"Ulmus americana",1
2025,50,5.2,41,"Ilex opaca",1
2025,50,6.4,38,"Ilex opaca",1
2025,50,5.1,38,"Ilex opaca",1
