Entity,Code,Year,Annual CO₂ emissions from land-use change
Latvia,LVA,2006,-804431.2
Latvia,LVA,2007,-2507312
Latvia,LVA,2008,-2135928.8
Latvia,LVA,2009,-2637640.2
Latvia,LVA,2010,-1821337.8
Latvia,LVA,2011,-266519.38
Latvia,LVA,2012,1605491.5
Latvia,LVA,2013,-135458.08
Latvia,LVA,2014,448436.97
Latvia,LVA,2015,4031059.8
Latvia,LVA,2016,1278296.2
Latvia,LVA,2017,1003386.4
Latvia,LVA,2018,2617048.5
Latvia,LVA,2019,1925688.4
Latvia,LVA,2020,1899747.4
Latvia,LVA,2021,1279835.2
Latvia,LVA,2022,2260394.8
Latvia,LVA,2023,2696520.8
Latvia,LVA,2024,2947285
Lithuania,LTU,1850,21571690
Lithuania,LTU,1851,21706196
Lithuania,LTU,1852,21857922
Lithuania,LTU,1853,21664938
Lithuania,LTU,1854,22060358
Lithuania,LTU,1855,22058342
Lithuania,LTU,1856,22216920
Lithuania,LTU,1857,22257226
Lithuania,LTU,1858,22427306
Lithuania,LTU,1859,22723946
Lithuania,LTU,1860,21751994
Lithuania,LTU,1861,21394426
Lithuania,LTU,1862,21195360
Lithuania,LTU,1863,21269482
Lithuania,LTU,1864,21169456
Lithuania,LTU,1865,20808772
Lithuania,LTU,1866,21037918
Lithuania,LTU,1867,20936060
Lithuania,LTU,1868,20916054
Lithuania,LTU,1869,20904696
Lithuania,LTU,1870,21031140
Lithuania,LTU,1871,20992302
Lithuania,LTU,1872,21103028
Lithuania,LTU,1873,20844056
Lithuania,LTU,1874,21012454
Lithuania,LTU,1875,21031910
Lithuania,LTU,1876,20950898
Lithuania,LTU,1877,20921000
Lithuania,LTU,1878,21191624
Lithuania,LTU,1879,21165168
Lithuania,LTU,1880,21266882
Lithuania,LTU,1881,21181364
Lithuania,LTU,1882,21185616
Lithuania,LTU,1883,21404574
Lithuania,LTU,1884,21360130
Lithuania,LTU,1885,21287876
Lithuania,LTU,1886,21464298
Lithuania,LTU,1887,21590084
Lithuania,LTU,1888,21424728
Lithuania,LTU,1889,21644164
Lithuania,LTU,1890,21437772
Lithuania,LTU,1891,21366652
Lithuania,LTU,1892,21483020
Lithuania,LTU,1893,21386036
Lithuania,LTU,1894,21580118
Lithuania,LTU,1895,21544942
Lithuania,LTU,1896,21453308
Lithuania,LTU,1897,21548168
Lithuania,LTU,1898,21616794
Lithuania,LTU,1899,21829306
Lithuania,LTU,1900,21646324
Lithuania,LTU,1901,21717334
Lithuania,LTU,1902,21500426
Lithuania,LTU,1903,21491448
Lithuania,LTU,1904,21434766
Lithuania,LTU,1905,21671498
Lithuania,LTU,1906,21608074
Lithuania,LTU,1907,21513432
Lithuania,LTU,1908,21719092
Lithuania,LTU,1909,21882508
Lithuania,LTU,1910,17844230
Lithuania,LTU,1911,16721031
Lithuania,LTU,1912,15910847
Lithuania,LTU,1913,15178083
Lithuania,LTU,1914,14908156
Lithuania,LTU,1915,14324262
Lithuania,LTU,1916,13567902
Lithuania,LTU,1917,13357698
Lithuania,LTU,1918,12956087
Lithuania,LTU,1919,12327345
Lithuania,LTU,1920,12257142
Lithuania,LTU,1921,11877809
Lithuania,LTU,1922,11571865
Lithuania,LTU,1923,11163402
Lithuania,LTU,1924,10912271
Lithuania,LTU,1925,10658576
Lithuania,LTU,1926,10391690
Lithuania,LTU,1927,10107364
Lithuania,LTU,1928,9934899
Lithuania,LTU,1929,9872978
Lithuania,LTU,1930,12281289
Lithuania,LTU,1931,13372574
Lithuania,LTU,1932,14009487
Lithuania,LTU,1933,14404210
Lithuania,LTU,1934,15043358
Lithuania,LTU,1935,15201460
Lithuania,LTU,1936,15949905
Lithuania,LTU,1937,16145195
Lithuania,LTU,1938,16634230
Lithuania,LTU,1939,16803324
Lithuania,LTU,1940,12962645
Lithuania,LTU,1941,11353417
Lithuania,LTU,1942,10025437
Lithuania,LTU,1943,8763445
Lithuania,LTU,1944,7656184.5
Lithuania,LTU,1945,6449116.5
Lithuania,LTU,1946,5556639
Lithuania,LTU,1947,4612903
Lithuania,LTU,1948,3726801
Lithuania,LTU,1949,3049107.5
Lithuania,LTU,1950,1881757.2
Lithuania,LTU,1951,1407745.4
Lithuania,LTU,1952,693302.06
Lithuania,LTU,1953,-10369.119
Lithuania,LTU,1954,-910284.1
Lithuania,LTU,1955,-1517262.4
Lithuania,LTU,1956,-2576048.5
Lithuania,LTU,1957,-4140466.8
Lithuania,LTU,1958,-6813318
Lithuania,LTU,1959,-14824801
Lithuania,LTU,1960,-14425058
Lithuania,LTU,1961,-13348465
Lithuania,LTU,1962,-13441165
Lithuania,LTU,1963,-12935678
Lithuania,LTU,1964,-12313422
Lithuania,LTU,1965,-12440929
Lithuania,LTU,1966,-11824424
Lithuania,LTU,1967,-11138231
Lithuania,LTU,1968,-10244250
Lithuania,LTU,1969,-9884410
Lithuania,LTU,1970,-9448210
Lithuania,LTU,1971,-8694416
Lithuania,LTU,1972,-8256970.5
Lithuania,LTU,1973,-7198038
Lithuania,LTU,1974,-7202434.5
Lithuania,LTU,1975,-6406284.5
Lithuania,LTU,1976,-5925750.5
Lithuania,LTU,1977,-5939893.5
Lithuania,LTU,1978,-5735772.5
Lithuania,LTU,1979,-5076032.5
Lithuania,LTU,1980,-4628291.5
Lithuania,LTU,1981,-4008196.2
Lithuania,LTU,1982,-3693861.5
Lithuania,LTU,1983,-3716102
Lithuania,LTU,1984,-3199331.5
Lithuania,LTU,1985,-2870597.5
Lithuania,LTU,1986,-2719091
Lithuania,LTU,1987,-2685895.2
Lithuania,LTU,1988,-2760237.8
Lithuania,LTU,1989,-2684759.2
Lithuania,LTU,1990,-2510719.2
Lithuania,LTU,1991,-1765278.6
Lithuania,LTU,1992,-1665837.6
Lithuania,LTU,1993,-5869545
Lithuania,LTU,1994,12832354
Lithuania,LTU,1995,1899161
Lithuania,LTU,1996,386478.72
Lithuania,LTU,1997,317632.16
Lithuania,LTU,1998,4320112.5
Lithuania,LTU,1999,5120953
Lithuania,LTU,2000,-19161034
Lithuania,LTU,2001,-16110279
Lithuania,LTU,2002,-19913144
Lithuania,LTU,2003,-14476061
Lithuania,LTU,2004,-545899.4
Lithuania,LTU,2005,-9033519
Lithuania,LTU,2006,-11890046
Lithuania,LTU,2007,-11357960
Lithuania,LTU,2008,-7607307
Lithuania,LTU,2009,-3535686.8
Lithuania,LTU,2010,-4090159.8
Lithuania,LTU,2011,-2855685
Lithuania,LTU,2012,-1303907.8
Lithuania,LTU,2013,957989.44
Lithuania,LTU,2014,-691360.2
Lithuania,LTU,2015,-3303279.2
Lithuania,LTU,2016,-3958805.2
Lithuania,LTU,2017,-2629286.2
Lithuania,LTU,2018,-86250.555
Lithuania,LTU,2019,-1785284
Lithuania,LTU,2020,-1839731
Lithuania,LTU,2021,-2264608.5
Lithuania,LTU,2022,-1473331.1
Lithuania,LTU,2023,-1062706.5
Lithuania,LTU,2024,-685534.4
Luxembourg,LUX,1850,461151.06
Luxembourg,LUX,1851,454702.4
Luxembourg,LUX,1852,457890.06
Luxembourg,LUX,1853,468552.34
Luxembourg,LUX,1854,474231.5
Luxembourg,LUX,1855,469211.84
Luxembourg,LUX,1856,472216.3
Luxembourg,LUX,1857,471996.5
Luxembourg,LUX,1858,465767.7
Luxembourg,LUX,1859,453383.38
Luxembourg,LUX,1860,407253.6
Luxembourg,LUX,1861,372335.7
Luxembourg,LUX,1862,343280.16
Luxembourg,LUX,1863,309644.62
Luxembourg,LUX,1864,293486.4
Luxembourg,LUX,1865,259887.5
Luxembourg,LUX,1866,231821.3
Luxembourg,LUX,1867,224493.28
Luxembourg,LUX,1868,202802.39
Luxembourg,LUX,1869,182247.36
Luxembourg,LUX,1870,202032.95
Luxembourg,LUX,1871,199321.61
Luxembourg,LUX,1872,200640.64
Luxembourg,LUX,1873,207785.44
Luxembourg,LUX,1874,212512
Luxembourg,LUX,1875,209507.52
Luxembourg,LUX,1876,214820.33
Luxembourg,LUX,1877,215369.92
Luxembourg,LUX,1878,211999.03
Luxembourg,LUX,1879,204194.72
Luxembourg,LUX,1880,212255.52
Luxembourg,LUX,1881,204964.16
Luxembourg,LUX,1882,199944.48
Luxembourg,LUX,1883,191150.89
Luxembourg,LUX,1884,194888.16
Luxembourg,LUX,1885,182393.92
Luxembourg,LUX,1886,176458.25
Luxembourg,LUX,1887,190564.64
Luxembourg,LUX,1888,184409.12
Luxembourg,LUX,1889,180745.12
Luxembourg,LUX,1890,180195.53
Luxembourg,LUX,1891,171548.48
Luxembourg,LUX,1892,166492.16
Luxembourg,LUX,1893,169643.2
Luxembourg,LUX,1894,166821.92
Luxembourg,LUX,1895,155280.33
Luxembourg,LUX,1896,156013.12
Luxembourg,LUX,1897,153484.95
Luxembourg,LUX,1898,145424.16
Luxembourg,LUX,1899,134908.47
Luxembourg,LUX,1900,159933.61
Luxembourg,LUX,1901,151140
Luxembourg,LUX,1902,142639.52
Luxembourg,LUX,1903,139598.4
Luxembourg,LUX,1904,141613.6
Luxembourg,LUX,1905,140148
Luxembourg,LUX,1906,131207.84
Luxembourg,LUX,1907,131830.72
Luxembourg,LUX,1908,127580.484
Luxembourg,LUX,1909,120325.76
Luxembourg,LUX,1910,82036.96
Luxembourg,LUX,1911,79985.12
Luxembourg,LUX,1912,61481.92
Luxembourg,LUX,1913,41439.84
Luxembourg,LUX,1914,20298.559
Luxembourg,LUX,1915,11981.28
Luxembourg,LUX,1916,-5276.16
Luxembourg,LUX,1917,-22350.4
Luxembourg,LUX,1918,-21874.08
Luxembourg,LUX,1919,-36053.76
Luxembourg,LUX,1920,-40560.48
Luxembourg,LUX,1921,-32866.08
Luxembourg,LUX,1922,-30740.96
Luxembourg,LUX,1923,-47888.48
Luxembourg,LUX,1924,-57304.96
Luxembourg,LUX,1925,-54520.32
Luxembourg,LUX,1926,-50966.242
Luxembourg,LUX,1927,-53128
Luxembourg,LUX,1928,-48548
Luxembourg,LUX,1929,-46129.76
Luxembourg,LUX,1930,-57414.88
Luxembourg,LUX,1931,-64120
Luxembourg,LUX,1932,-62984.16
Luxembourg,LUX,1933,-62288.004
Luxembourg,LUX,1934,-63387.203
Luxembourg,LUX,1935,-74379.2
Luxembourg,LUX,1936,-80608
Luxembourg,LUX,1937,-86323.84
Luxembourg,LUX,1938,-81157.6
Luxembourg,LUX,1939,-93395.36
Luxembourg,LUX,1940,-123073.76
Luxembourg,LUX,1941,-145204.31
Luxembourg,LUX,1942,-168104.33
Luxembourg,LUX,1943,-185654.89
Luxembourg,LUX,1944,-206686.23
Luxembourg,LUX,1945,-230245.77
Luxembourg,LUX,1946,-250544.31
Luxembourg,LUX,1947,-268204.8
Luxembourg,LUX,1948,-289162.88
Luxembourg,LUX,1949,-302096.8
Luxembourg,LUX,1950,-316129.94
Luxembourg,LUX,1951,-336391.84
Luxembourg,LUX,1952,-344086.25
Luxembourg,LUX,1953,-346980.8
Luxembourg,LUX,1954,-356140.78
Luxembourg,LUX,1955,-360207.84
Luxembourg,LUX,1956,-369954.1
Luxembourg,LUX,1957,-367975.5
Luxembourg,LUX,1958,-376879.06
Luxembourg,LUX,1959,-371016.62
Luxembourg,LUX,1960,-350424.97
Luxembourg,LUX,1961,-341594.72
Luxembourg,LUX,1962,-324080.8
Luxembourg,LUX,1963,-317778.72
Luxembourg,LUX,1964,-298835.84
Luxembourg,LUX,1965,-297443.53
Luxembourg,LUX,1966,-294585.6
Luxembourg,LUX,1967,-281761.6
Luxembourg,LUX,1968,-272784.8
Luxembourg,LUX,1969,-263917.9
Luxembourg,LUX,1970,-251973.28
Luxembourg,LUX,1971,-226142.08
Luxembourg,LUX,1972,-216615.67
Luxembourg,LUX,1973,-204707.69
Luxembourg,LUX,1974,-197343.05
Luxembourg,LUX,1975,-193825.61
Luxembourg,LUX,1976,-186607.52
Luxembourg,LUX,1977,-190308.17
Luxembourg,LUX,1978,-196170.56
Luxembourg,LUX,1979,-432315.38
Luxembourg,LUX,1980,-420663.84
Luxembourg,LUX,1981,-367645.75
Luxembourg,LUX,1982,-375083.7
Luxembourg,LUX,1983,-280552.47
Luxembourg,LUX,1984,-300448
Luxembourg,LUX,1985,-294548.97
Luxembourg,LUX,1986,-280479.2
Luxembourg,LUX,1987,-245597.9
Luxembourg,LUX,1988,-230428.97
Luxembourg,LUX,1989,-210936.48
Luxembourg,LUX,1990,-197233.12
Luxembourg,LUX,1991,383254.38
Luxembourg,LUX,1992,229219.84
Luxembourg,LUX,1993,744085.1
Luxembourg,LUX,1994,226618.4
Luxembourg,LUX,1995,95300.64
Luxembourg,LUX,1996,163927.36
Luxembourg,LUX,1997,128752.96
Luxembourg,LUX,1998,159713.77
Luxembourg,LUX,1999,442208.16
Luxembourg,LUX,2000,221159.03
Luxembourg,LUX,2001,164989.92
Luxembourg,LUX,2002,142639.52
Luxembourg,LUX,2003,147659.2
Luxembourg,LUX,2004,89951.2
Luxembourg,LUX,2005,97205.92
Luxembourg,LUX,2006,233799.83
Luxembourg,LUX,2007,217934.72
Luxembourg,LUX,2008,117211.36
Luxembourg,LUX,2009,126517.914
Luxembourg,LUX,2010,131904
Luxembourg,LUX,2011,157002.39
Luxembourg,LUX,2012,144361.6
Luxembourg,LUX,2013,177960.48
Luxembourg,LUX,2014,182393.92
Luxembourg,LUX,2015,134505.45
Luxembourg,LUX,2016,162022.08
Luxembourg,LUX,2017,164183.84
Luxembourg,LUX,2018,139488.48
Luxembourg,LUX,2019,163304.47
Luxembourg,LUX,2020,187560.16
Luxembourg,LUX,2021,133809.28
Luxembourg,LUX,2022,140990.72
Luxembourg,LUX,2023,139891.53
Luxembourg,LUX,2024,138499.2
Malta,MLT,1850,31656.959
Malta,MLT,1851,29202.078
Malta,MLT,1852,27003.68
Malta,MLT,1853,25061.76
Malta,MLT,1854,23266.4
Malta,MLT,1855,21690.879
Malta,MLT,1856,20261.92
Malta,MLT,1857,18942.879
Malta,MLT,1858,17770.4
Malta,MLT,1859,16707.84
Malta,MLT,1860,15572.001
Malta,MLT,1861,14582.72
Malta,MLT,1862,13666.72
Malta,MLT,1863,12860.64
Malta,MLT,1864,12127.84
Malta,MLT,1865,11431.68
Malta,MLT,1866,10808.801
Malta,MLT,1867,10222.561
Malta,MLT,1868,9672.96
Malta,MLT,1869,9160
Malta,MLT,1870,8683.68
Malta,MLT,1871,8244
Malta,MLT,1872,7840.96
Malta,MLT,1873,7437.9204
Malta,MLT,1874,7108.16
Malta,MLT,1875,6741.7603
Malta,MLT,1876,6412
Malta,MLT,1877,6118.88
Malta,MLT,1878,5825.76
Malta,MLT,1879,5569.2803
Malta,MLT,1880,5312.8
Malta,MLT,1881,5056.3203
Malta,MLT,1882,4836.48
Malta,MLT,1883,4616.64
Malta,MLT,1884,4396.8003
Malta,MLT,1885,4213.6
Malta,MLT,1886,4030.4
Malta,MLT,1887,3847.2
Malta,MLT,1888,3664.0002
Malta,MLT,1889,3517.44
Malta,MLT,1890,2784.6401
Malta,MLT,1891,2125.1199
Malta,MLT,1892,1502.24
Malta,MLT,1893,879.36
Malta,MLT,1894,329.76
Malta,MLT,1895,-219.84
Malta,MLT,1896,-696.16003
Malta,MLT,1897,-1172.48
Malta,MLT,1898,-1648.7999
Malta,MLT,1899,-2088.48
Malta,MLT,1900,-1758.72
Malta,MLT,1901,-1538.88
Malta,MLT,1902,-1319.04
Malta,MLT,1903,-1135.84
Malta,MLT,1904,-989.27997
Malta,MLT,1905,-842.72003
Malta,MLT,1906,-696.16003
Malta,MLT,1907,-586.24
Malta,MLT,1908,-476.32
Malta,MLT,1909,-366.4
Malta,MLT,1910,-1612.16
Malta,MLT,1911,-2308.32
Malta,MLT,1912,-2857.92
Malta,MLT,1913,-3334.24
Malta,MLT,1914,-3773.9202
Malta,MLT,1915,-4176.96
Malta,MLT,1916,-4543.36
Malta,MLT,1917,-4909.76
Malta,MLT,1918,-5239.52
Malta,MLT,1919,-5532.64
Malta,MLT,1920,-5862.4
Malta,MLT,1921,-6155.52
Malta,MLT,1922,-6412
Malta,MLT,1923,-6668.48
Malta,MLT,1924,-6888.32
Malta,MLT,1925,-7144.8
Malta,MLT,1926,-7328.0005
Malta,MLT,1927,-7547.8403
Malta,MLT,1928,-7731.04
Malta,MLT,1929,-7914.2397
Malta,MLT,1930,-9746.24
Malta,MLT,1931,-11431.68
Malta,MLT,1932,-13007.2
Malta,MLT,1933,-14509.439
Malta,MLT,1934,-15901.76
Malta,MLT,1935,-17257.44
Malta,MLT,1936,-18503.2
Malta,MLT,1937,-19675.68
Malta,MLT,1938,-20811.52
Malta,MLT,1939,-21874.08
Malta,MLT,1940,-24768.639
Malta,MLT,1941,-27480
Malta,MLT,1942,-30044.8
Malta,MLT,1943,-32426.4
Malta,MLT,1944,-34698.08
Malta,MLT,1945,-36859.84
Malta,MLT,1946,-38911.68
Malta,MLT,1947,-40853.598
Malta,MLT,1948,-42685.598
Malta,MLT,1949,-44407.68
Malta,MLT,1950,-49720.48
Malta,MLT,1951,-54483.68
Malta,MLT,1952,-59100.32
Malta,MLT,1953,-63900.16
Malta,MLT,1954,-68956.484
Malta,MLT,1955,-74122.73
Malta,MLT,1956,-79179.04
Malta,MLT,1957,-83795.68
Malta,MLT,1958,-87642.875
Malta,MLT,1959,-90464.164
Malta,MLT,1960,-85407.84
Malta,MLT,1961,-100686.72
Malta,MLT,1962,-114976.33
Malta,MLT,1963,-128386.555
Malta,MLT,1964,-141027.36
Malta,MLT,1965,-132966.56
Malta,MLT,1966,-125601.914
Malta,MLT,1967,-118786.875
Malta,MLT,1968,-112448.16
Malta,MLT,1969,-106585.76
Malta,MLT,1970,-101053.125
Malta,MLT,1971,-95886.88
Malta,MLT,1972,-91050.4
Malta,MLT,1973,-86433.76
Malta,MLT,1974,-102555.36
Malta,MLT,1975,-96876.164
Malta,MLT,1976,-21874.08
Malta,MLT,1977,-54044
Malta,MLT,1978,-59210.242
Malta,MLT,1979,-79801.914
Malta,MLT,1980,-76687.516
Malta,MLT,1981,-73573.12
Malta,MLT,1982,-70422.08
Malta,MLT,1983,-67344.32
Malta,MLT,1984,-64339.84
Malta,MLT,1985,-61408.637
Malta,MLT,1986,-58660.637
Malta,MLT,1987,-55985.918
Malta,MLT,1988,-53457.758
Malta,MLT,1989,-50966.242
Malta,MLT,1990,-48621.28
Malta,MLT,1991,-46349.6
Malta,MLT,1992,-43491.68
Malta,MLT,1993,-41000.16
Malta,MLT,1994,-81194.234
Malta,MLT,1995,-75112
Malta,MLT,1996,-92845.76
Malta,MLT,1997,-108454.4
Malta,MLT,1998,-100906.56
Malta,MLT,1999,-95923.516
Malta,MLT,2000,-8097.4404
Malta,MLT,2001,-49280.8
Malta,MLT,2002,-22570.24
Malta,MLT,2003,-51405.92
Malta,MLT,2004,-69103.04
Malta,MLT,2005,-67417.6
Malta,MLT,2006,-65658.88
Malta,MLT,2007,-62910.883
Malta,MLT,2008,-60382.723
Malta,MLT,2009,35980.48
Malta,MLT,2010,-15975.04
Malta,MLT,2011,-28396
Malta,MLT,2012,-33049.277
Malta,MLT,2013,-33232.48
Malta,MLT,2014,-33635.52
Malta,MLT,2015,-18539.84
Malta,MLT,2016,-26673.92
Malta,MLT,2017,-27773.12
Malta,MLT,2018,-27919.68
Malta,MLT,2019,-54410.4
Malta,MLT,2020,-59723.2
Malta,MLT,2021,-56901.92
Malta,MLT,2022,-61225.44
Malta,MLT,2023,-65182.562
Malta,MLT,2024,-68883.195
Netherlands,NLD,1850,6640084
Netherlands,NLD,1851,6561198
Netherlands,NLD,1852,6402510.5
Netherlands,NLD,1853,6741613.5
Netherlands,NLD,1854,6977465
Netherlands,NLD,1855,6665219
Netherlands,NLD,1856,6885572
Netherlands,NLD,1857,7012419.5
Netherlands,NLD,1858,6904368.5
Netherlands,NLD,1859,6555958.5
Netherlands,NLD,1860,7196865.5
Netherlands,NLD,1861,7083245
Netherlands,NLD,1862,6889822
Netherlands,NLD,1863,6965264
Netherlands,NLD,1864,6943390
Netherlands,NLD,1865,6775249
Netherlands,NLD,1866,6764403.5
Netherlands,NLD,1867,7232223
Netherlands,NLD,1868,7084930.5
Netherlands,NLD,1869,7195510
Netherlands,NLD,1870,7933109.5
Netherlands,NLD,1871,8097000.5
Netherlands,NLD,1872,8066589.5
Netherlands,NLD,1873,8701743
Netherlands,NLD,1874,9158864
Netherlands,NLD,1875,8869995
Netherlands,NLD,1876,9244345
Netherlands,NLD,1877,9499982
Netherlands,NLD,1878,9431979
Netherlands,NLD,1879,9131018
Netherlands,NLD,1880,10207465
Netherlands,NLD,1881,10012796
Netherlands,NLD,1882,9883713
Netherlands,NLD,1883,10064422
Netherlands,NLD,1884,10091499
Netherlands,NLD,1885,9909032
Netherlands,NLD,1886,9984363
Netherlands,NLD,1887,10746329
Netherlands,NLD,1888,10605595
Netherlands,NLD,1889,10774212
Netherlands,NLD,1890,11453224
Netherlands,NLD,1891,11083050
Netherlands,NLD,1892,10680157
Netherlands,NLD,1893,11445567
Netherlands,NLD,1894,11685339
Netherlands,NLD,1895,11120790
Netherlands,NLD,1896,11370637
Netherlands,NLD,1897,11442855
Netherlands,NLD,1898,11184983
Netherlands,NLD,1899,10702250
Netherlands,NLD,1900,11258079
Netherlands,NLD,1901,10769632
Netherlands,NLD,1902,10093990
Netherlands,NLD,1903,9494340
Netherlands,NLD,1904,10014078
Netherlands,NLD,1905,9978574
Netherlands,NLD,1906,9338913
Netherlands,NLD,1907,9400358
Netherlands,NLD,1908,9279190
Netherlands,NLD,1909,8919824
Netherlands,NLD,1910,8394993
Netherlands,NLD,1911,9115702
Netherlands,NLD,1912,8605087
Netherlands,NLD,1913,8222382.5
Netherlands,NLD,1914,8143973
Netherlands,NLD,1915,7940181
Netherlands,NLD,1916,7677289
Netherlands,NLD,1917,7524500.5
Netherlands,NLD,1918,7889142
Netherlands,NLD,1919,7591661.5
Netherlands,NLD,1920,7448728.5
Netherlands,NLD,1921,8007342.5
Netherlands,NLD,1922,8304529.5
Netherlands,NLD,1923,7350643.5
Netherlands,NLD,1924,6741943
Netherlands,NLD,1925,6661188.5
Netherlands,NLD,1926,6765979
Netherlands,NLD,1927,6584794.5
Netherlands,NLD,1928,6763561
Netherlands,NLD,1929,6895172
Netherlands,NLD,1930,6092133
Netherlands,NLD,1931,5602695.5
Netherlands,NLD,1932,5667548.5
Netherlands,NLD,1933,5634499
Netherlands,NLD,1934,5461082.5
Netherlands,NLD,1935,4919872.5
Netherlands,NLD,1936,4814715.5
Netherlands,NLD,1937,4516466.5
Netherlands,NLD,1938,4803028
Netherlands,NLD,1939,4396470.5
Netherlands,NLD,1940,4612463
Netherlands,NLD,1941,4886164
Netherlands,NLD,1942,4841499.5
Netherlands,NLD,1943,5291365.5
Netherlands,NLD,1944,5301917.5
Netherlands,NLD,1945,5250402.5
Netherlands,NLD,1946,5299353
Netherlands,NLD,1947,5412314
Netherlands,NLD,1948,5536743.5
Netherlands,NLD,1949,5908529.5
Netherlands,NLD,1950,5078780
Netherlands,NLD,1951,4681383
Netherlands,NLD,1952,4617519
Netherlands,NLD,1953,4537021.5
Netherlands,NLD,1954,3946970.8
Netherlands,NLD,1955,3858265.2
Netherlands,NLD,1956,3239525.8
Netherlands,NLD,1957,3110040
Netherlands,NLD,1958,2798563.2
Netherlands,NLD,1959,3127663.8
Netherlands,NLD,1960,3070981.8
Netherlands,NLD,1961,2167219.2
Netherlands,NLD,1962,2074337
Netherlands,NLD,1963,1767367
Netherlands,NLD,1964,1749560
Netherlands,NLD,1965,1549066
Netherlands,NLD,1966,1138331.5
Netherlands,NLD,1967,1388362.9
Netherlands,NLD,1968,873607.5
Netherlands,NLD,1969,625847.8
Netherlands,NLD,1970,350644.8
Netherlands,NLD,1971,564622.4
Netherlands,NLD,1972,844442.06
Netherlands,NLD,1973,443893.6
Netherlands,NLD,1974,407656.62
Netherlands,NLD,1975,630281.3
Netherlands,NLD,1976,1343259
Netherlands,NLD,1977,642519
Netherlands,NLD,1978,491635.5
Netherlands,NLD,1979,690664
Netherlands,NLD,1980,693375.3
Netherlands,NLD,1981,730821.44
Netherlands,NLD,1982,716824.94
Netherlands,NLD,1983,1362092
Netherlands,NLD,1984,1931001.2
Netherlands,NLD,1985,2098262.8
Netherlands,NLD,1986,2580848.2
Netherlands,NLD,1987,2568830.2
Netherlands,NLD,1988,2485437.8
Netherlands,NLD,1989,4082025.8
Netherlands,NLD,1990,2621189
Netherlands,NLD,1991,3077466.8
Netherlands,NLD,1992,3303499
Netherlands,NLD,1993,3213438
Netherlands,NLD,1994,4176007.2
Netherlands,NLD,1995,3845551.5
Netherlands,NLD,1996,5814035
Netherlands,NLD,1997,3598011.2
Netherlands,NLD,1998,8305079
Netherlands,NLD,1999,5756657
Netherlands,NLD,2000,4248921
Netherlands,NLD,2001,5288178
Netherlands,NLD,2002,5390330.5
Netherlands,NLD,2003,8427567
Netherlands,NLD,2004,8237990.5
Netherlands,NLD,2005,9789915
Netherlands,NLD,2006,8414047
Netherlands,NLD,2007,8312334
Netherlands,NLD,2008,7410330
Netherlands,NLD,2009,7147328.5
Netherlands,NLD,2010,5837375
Netherlands,NLD,2011,4967358
Netherlands,NLD,2012,6535073.5
Netherlands,NLD,2013,5736541.5
Netherlands,NLD,2014,6349932
Netherlands,NLD,2015,5875150.5
Netherlands,NLD,2016,6137236.5
Netherlands,NLD,2017,5904352.5
Netherlands,NLD,2018,5455256.5
Netherlands,NLD,2019,5353800
Netherlands,NLD,2020,5299646
Netherlands,NLD,2021,5270994
Netherlands,NLD,2022,5212296.5
Netherlands,NLD,2023,5171369.5
Netherlands,NLD,2024,5141325
Poland,POL,1850,37738064
Poland,POL,1851,39061172
Poland,POL,1852,39676464
Poland,POL,1853,39759310
Poland,POL,1854,40140108
Poland,POL,1855,39926904
Poland,POL,1856,39486490
Poland,POL,1857,39222056
Poland,POL,1858,38766440
Poland,POL,1859,38639850
Poland,POL,1860,37958892
Poland,POL,1861,37222356
Poland,POL,1862,36641210
Poland,POL,1863,36298332
Poland,POL,1864,35705900
Poland,POL,1865,35266844
Poland,POL,1866,34808770
Poland,POL,1867,34696580
Poland,POL,1868,33714224
Poland,POL,1869,33442502
Poland,POL,1870,35910756
Poland,POL,1871,36310860
Poland,POL,1872,36732110
Poland,POL,1873,36528504
Poland,POL,1874,36752816
Poland,POL,1875,36615196
Poland,POL,1876,35977840
Poland,POL,1877,35604372
Poland,POL,1878,35042716
Poland,POL,1879,35161652
Poland,POL,1880,34708190
Poland,POL,1881,33993308
Poland,POL,1882,33819380
Poland,POL,1883,33434440
Poland,POL,1884,32848494
Poland,POL,1885,32541670
Poland,POL,1886,32107704
Poland,POL,1887,32209932
Poland,POL,1888,31195370
Poland,POL,1889,30922254
Poland,POL,1890,28637494
Poland,POL,1891,27862266
Poland,POL,1892,27461864
Poland,POL,1893,26806190
Poland,POL,1894,26510834
Poland,POL,1895,26158982
Poland,POL,1896,25072166
Poland,POL,1897,24708990
Poland,POL,1898,24075410
Poland,POL,1899,24172838
Poland,POL,1900,24357722
Poland,POL,1901,24051632
Poland,POL,1902,23570550
Poland,POL,1903,23608434
Poland,POL,1904,23365510
Poland,POL,1905,23450920
Poland,POL,1906,23280690
Poland,POL,1907,22582990
Poland,POL,1908,22574380
Poland,POL,1909,22312734
Poland,POL,1910,14984880
Poland,POL,1911,8785943
Poland,POL,1912,2533802.5
Poland,POL,1913,-2687873.8
Poland,POL,1914,-7727339
Poland,POL,1915,-12951361
Poland,POL,1916,-17473946
Poland,POL,1917,-22105900
Poland,POL,1918,-25992378
Poland,POL,1919,-30569962
Poland,POL,1920,-17240036
Poland,POL,1921,-7395491
Poland,POL,1922,1660048.5
Poland,POL,1923,10388759
Poland,POL,1924,18228216
Poland,POL,1925,26033526
Poland,POL,1926,33007252
