"Time","PM10","Temperature","Pressure","Windspeed","Humidity","RainDuration","Radiation"
"28.08.2026 22:00",12.628,16.82,989,0.32,96.9,11,0
"28.08.2026 23:00",12.237,15.83,989.5,0.3,96.8,18,0
"29.08.2026 00:00",11.81,15.66,990.2,0.04,97.9,0,0
"29.08.2026 01:00",11.324,15.32,990.5,0.22,98.4,0,0
"29.08.2026 02:00",10.877,15.1,990.5,0.37,98.2,0,0
"29.08.2026 03:00",10.374,14.56,990.6,0.18,97.7,0,0
"29.08.2026 04:00",9.983,14.15,990.7,0.26,97.2,0,0
"29.08.2026 05:00",9.639,13.85,990.7,0.73,96.6,0,0
"29.08.2026 06:00",9.353,13.81,990.7,0.65,93.7,0,1.6
"29.08.2026 07:00",9.123,13.44,990.9,0.2,94.6,0,14
"29.08.2026 08:00",8.937,14.89,991,0.71,90,0,56.7
"29.08.2026 09:00",8.689,17.56,991.1,1.71,78.1,0,199.3
"29.08.2026 10:00",8.462,20.05,991.3,1.63,69.1,0,493.1
"29.08.2026 11:00",8.222,21.17,991.3,1.98,65.6,0,289.4
"29.08.2026 12:00",7.973,22.66,991,2.19,58.4,0,184.4
"29.08.2026 13:00",7.782,22.86,990.7,2.27,56.8,0,437.2
"29.08.2026 14:00",7.483,23.76,990.4,1.81,54.2,0,465.9
"29.08.2026 15:00",7.161,23.85,990.3,1.98,52.7,0,333.4
"29.08.2026 16:00",6.867,23.35,990.1,1.55,53.6,0,189.9
"29.08.2026 17:00",6.654,23.95,989.7,1.81,50.3,0,131.8
"29.08.2026 18:00",6.665,23.44,989.5,1.87,50.8,0,65.7
"29.08.2026 19:00",6.706,22.41,989.3,1.21,53.9,0,8.7
"29.08.2026 20:00",6.743,21.78,989.6,1.55,55.9,6,0.2
"29.08.2026 21:00",6.766,20.47,989.8,0.51,62.7,0,0
"29.08.2026 22:00",6.728,20.09,989.4,0.34,64.2,1,0
"29.08.2026 23:00",6.663,20.2,989,0.44,64.1,0,0
"30.08.2026 00:00",6.626,20.35,988.6,0.84,64.3,0,0
"30.08.2026 01:00",6.6,20.5,988.6,1.33,65.7,0,0
"30.08.2026 02:00",6.601,20.44,988.4,1.76,67.6,0,0
"30.08.2026 03:00",6.615,19.77,988.1,1.6,72,0,0
"30.08.2026 04:00",6.53,19.32,988,1.26,74.1,0,0
"30.08.2026 05:00",6.47,19.65,988,1.79,73.7,0,0
"30.08.2026 06:00",6.426,19.58,987.9,1.96,74.4,0,2.3
"30.08.2026 07:00",6.382,19.55,988.4,1.79,75.5,0,23.3
"30.08.2026 08:00",6.332,19.69,988.6,2.1,75.7,0,83.1
"30.08.2026 09:00",6.279,20.12,989,1.93,72.4,0,201.9
"30.08.2026 10:00",6.228,21.36,989.4,2.18,66.2,0,389.2
"30.08.2026 11:00",6.218,22.27,989.6,2.57,58.2,0,298.9
"30.08.2026 12:00",6.183,23.12,989.8,2.1,51.7,0,244.5
"30.08.2026 13:00",6.121,23.14,989.9,1.87,50.2,0,283.4
"30.08.2026 14:00",6.044,22.97,990.4,1.75,52.3,0,331.8
"30.08.2026 15:00",5.979,22.57,990.8,1.56,55,0,212.9
"30.08.2026 16:00",5.873,22.67,990.9,1.05,55.4,0,202.5
"30.08.2026 17:00",5.775,22.95,990.7,0.53,54.3,0,163.4
"30.08.2026 18:00",5.69,22.57,990.7,0.32,55.1,0,87.3
"30.08.2026 19:00",5.582,21.34,990.8,0.25,58.4,0,21.9
"30.08.2026 20:00",5.519,19.19,991.2,0.42,68.9,0,0
"30.08.2026 21:00",5.475,17.37,991.4,0.52,77.8,0,0
"30.08.2026 22:00",5.449,16.12,991.2,0.5,82.7,0,0
"30.08.2026 23:00",5.425,15.11,991.1,0.47,86.3,0,0
"31.08.2026 00:00",5.43,14.35,990.9,0.54,89.2,0,0
"31.08.2026 01:00",5.436,14.03,990.4,0.46,91.1,0,0
"31.08.2026 02:00",5.406,14.25,990.1,0.43,91.4,0,0
"31.08.2026 03:00",5.373,14.74,989.9,0.43,90.3,0,0
"31.08.2026 04:00",5.408,14.95,989.5,0.18,92,19,0
"31.08.2026 05:00",5.416,15.73,989.2,0.33,92.7,6,0
"31.08.2026 06:00",5.415,16.15,989.4,0.47,90.6,0,1.6
"31.08.2026 07:00",5.389,16.63,989.7,0.63,88.8,0,39.3
"31.08.2026 08:00",5.389,17.38,990.2,0.83,85.4,0,70
"31.08.2026 09:00",5.379,17.87,990.3,1.04,83.8,13,201
"31.08.2026 10:00",5.404,20.47,990.4,1.86,70.9,0,519.2
"31.08.2026 11:00",5.442,21.31,990.2,2.08,65.4,0,350.4
"31.08.2026 12:00",5.52,21.48,989.9,2.27,63,0,225.2
"31.08.2026 13:00",5.62,22.8,989.6,2.7,55.7,0,591.6
"31.08.2026 14:00",5.792,22.47,989.5,2.43,55.1,10,292.6
"31.08.2026 15:00",5.942,22.02,989.5,1.97,59.1,3,400.6
"31.08.2026 16:00",6.072,20.84,989.8,1.83,67.4,4,275.5
"31.08.2026 17:00",6.192,20.57,990.1,1.48,64.9,5,65.8
"31.08.2026 18:00",6.198,17.84,990.8,0.52,72.7,3,75.9
"31.08.2026 19:00",6.158,17.51,991.3,0.21,74.5,0,34.2
"31.08.2026 20:00",6.129,17.2,991.9,0.22,75.8,0,0.2
"31.08.2026 21:00",6.101,17.51,992.5,0.61,73.5,3,0
"31.08.2026 22:00",6.061,16.31,993.1,0.84,79.9,0,0
"31.08.2026 23:00",6.043,15.6,993.7,0.86,81.4,0,0
"01.09.2026 00:00",6.025,15.38,994.1,1.15,82,0,0
